,Unnamed: 0,Name,Date,Content
1208,5273,fs小斯,2018年07月26日 10:55  来自 iPhone客户端,时候来一场 走 走 旅行  写PPT时，阿拉斯加 鳕鱼正跃出水面 看报表时，梅 雪山 金丝猴刚好爬上树尖  会议中吵架时，尼泊尔 背包客一起端起酒杯坐 火堆旁有一些穿高跟鞋走 到路有一些喷 香水闻 到 空气有一些   永远遇 见 人 建德·李家镇
1209,5274,·惠灵顿三文鱼·,2018年07月26日 10:41  来自 iPhone客户端,最近一些「highlight my day」 瞬间 ₁路上小哥哥小姐姐 香水味和 ℃冷空气混 一起灌进鼻腔 ;₂海边 地铁 抬头一看 这站 叫Miramar;₃中午坐 教学楼  patio晒太阳 浑身暖烘烘;₄从学校自己坐地铁回家 望见远处 灯火璀璨如星河；₅买 椰子味 洗发露和牛油果
1210,5275,黄文彦是老大,2018年07月26日 10:30  来自 iPhone客户端,被连续 断 烟熏 头昏脑涨，巴达兽能 能对 发射 空气泡让 待  面 咸宁·桂花泉镇
1211,5281,简爱ShiTou,2018年07月26日 08:39  来自 iPhone客户端,静静 坐  ，听 音乐，感觉现 这  空气 让人觉得那么 沉重
1212,5284,终南雪BG9DXH,2018年07月26日 07:51  来自 三星 GALAXY S6 edge,挂 嘴边 “大”字，已将中国害苦 ，什么大国地位，大国治理，大国邦交，大国崛起云云，继而大西安 大未央 大凤城八路 大院子 大 ，一派贵族思维 仔细研究研究， 们除 体量，骨子  大国吗？ 们 官德， 们 社会风气， 们 公民素养. 们 管制水平， 们人人看得见而一任一任
1213,5285,啊哩粒栗May,2018年07月26日 06:33  来自 iPhone,请问有谁见过  窗打开后把电风扇放窗台上朝外面吹这种操作 爹快热出翔 ，把电风扇转过来对 人吹，被头头强行转 回去，并解释 ，外面更热， 这样 为 把热空气吹走， 让它进来 末 还问一句， 觉得呢？  unlogis h!（胡 八道 ）于 人家 死心 拿 温度计去测室内室
1214,5298,Brucehoo89,2018年07月26日 00:32  来自 iPhone客户端,结束一天 忙碌，从空气浑浊  出来 雨后 深圳，空气很清新，马路上基本看 到几个人，只有偶尔几辆车静静地驶过，世界安静 下来 时间很晚 ， 却一点困意 没有，反而还有点小兴奋，这样充满斗志 感觉，真 久违   这样简单 为 目标努力，规划并期待 未来，应该 算幸福 一种滋味
1215,5299,草莓废话,2018年07月26日 00:24  来自 iPhone客户端,朱一龙 白宇  最近大热 zh让本 关注，对两位主演  解几乎为零，况且好几  看国产剧 本人， 忍 住去看看到底 什么样 剧，没招架住这股热潮 原因  管 上班   还 下班坐地铁还 刷朋友圈，随处可见zh 可 ，第一次看，一集没看完而且 快进  没看完  实
1216,5300,用户6102655751,2018年07月25日 22:23  来自 微博 weibo.com,绿萝盆栽 株* 盆 拍第 选项  摆上一盆 家 或  ，净化空气，又防辐射
1217,5302,橘子味523,2018年07月25日 21:16  来自 Android,潍坊学院农科学子走进临沂蒜乡 科技支农助力“天下第一蒜”中国青 网潍坊  电（通讯员 刘丹青 孙鑫炜）北方人青睐大蒜，素有“神州大蒜看苍山，苍山大蒜数 ”之  经过长途跋涉，潍坊学院生物与农业工程学院“向 葵”青 志愿者科技支农帮扶团 学院党总支副书记冯
1218,5303,丝绒药丸_,2018年07月25日 20:20  来自 iPhone 7,从空调很足  出来，身上开始一点点变粘，空气很潮湿，天被灯光映得发红 以前夏天 晚上  这样， 西瓜空调房电视小零食和家人，室外   这样， 夜宵摊奶茶店热而潮 晚风和朋友们
1219,5304,阿南带你逛全球_,2018年07月25日 20:00  来自 iPhone 6 Plus,下周✈️🇰🇷车上， ，家 必须  DR.USB 迷 空气净化器💰 xx可以车载   小卧室，可以抗菌 去除微尘 去除异味 抗病毒提升免疫力，对抗雾霾有显著效果，USB接口供电!无需充电，无需更换过滤网，没有其他费用产生，使用寿命为 -  ，真 对得起这个价格
1220,5305,伊蓝-六二一,2018年07月25日 19:55  来自 iPhone客户端,终于恢复 胃动力，终于找回 那种饿  找东西吃 感觉，开心 整整忙  上午，充实 中午和小伙伴去买 水果，大煎饼，酸奶，热炸 热并开心 ，哈哈 忘 带耳机 一天，没有音乐，下午 无心工作 记得带记得带 还开心，溪哥 离职 ，并且顺利把新社保卡给宝宝们带回来咯 一颗悬  心
1221,5307,不懂事的大人mm,2018年07月25日 19:46  来自 iPhone客户端,人值班，寂寥  站 摆满小绿植 窗前透过玻璃看 底下来往 行人像  观看无声电影剧情平淡屏幕上演绎人这一生  龄阶段精彩纷呈最后 空空 离开 好像这一切 与自己无关静静 扮演好旁观者角色 抬眼望向天空白云被晕染成五颜六色夕阳美得令人陶醉多想把时间定格 这一
1222,5308,忠告善导,2018年07月25日 19:01  来自 OPPO R9s Plus,〖 ️⃣种风水阻碍事业前程〗人们口中 前途，大多 指 事业上 成绩和收获 财富 每个人 想做有前途 人，能够 事业上顺风顺水 但 ，并  所有人 能做到，这与风水 有很大 关系   带大家一起去 解一下阻碍前程发展 风水，下面一起来看看吧 ●受到 面积 限制，有  面积
1223,5309,Coco_Jing靓,2018年07月25日 18:39  来自 iPhone 8 Plus（金色）,一出 热  头疼 ，这热 太难受 ，感觉空气  水分 被蒸干  上海·西藏南路
1224,5310,天使在敲门123,2018年07月25日 18:36  来自 iPhone客户端,一天未出 ，原来外面 空气 这样  让人 无法呼吸  宝宝 被热化  烟台·滨海路
1225,5326,语文教室,2018年07月25日 15:56  来自 微博 weibo.com,班主任手记（连载 ） 原创作品， 权归作者所有 天上掉下来  （一）作者 空山新语上官楚和辛夷同一所师范大学毕业，一起考聘到这所小城 重点高中当老师，  她们第一天上班 学校附近有个大公园，两个人按约好 ， 公园门口见 面，边走边聊 刚刚下过雨，空气 散发 泥土 芳香 人
1226,5327,恩勒个恩_,2018年07月25日 15:17  来自 碱性劣等生iPhone 6s Plus,.中午吃饭 时候   R 阿ken  好帅 K  平时  帅 嘛  空气突然安静 几秒 . 小姐姐带 男同事来买咖啡M  现 沉迷抖音 一刷 很久F  怎么那么没品 嘛M 现  轻人  爱刷么F 妹妹 刷抖音嘛   刷 F  看
1227,5331,走走停停往前走,2018年07月25日 13:16  来自 微博 weibo.com,记忆，开出一地 流 ——梦想，触手可及（公司原创文献）开篇题记 每一座城市，每 人，每 事物，由落败走向繁荣，由默默无闻走向举世瞩目，其必将经历风雨荆棘，艰难坎坷，起起落落后，方能拨开云雾，见得彩虹  破晓时分，太阳从云层深处跳 出来，渐渐 给贵阳这座繁华 城
1228,5356,是ACE不是ICE啦_,2018年07月25日 12:46  来自 JeonghanAndroid,阴天又潮又下雨感觉小     终于放晴  还有 闷很凉爽 风 心情真 很好哇 好到想 外面坐一会儿 空气中充满 迎新时候夏天 味道想一想马上  大四 其实内心 没有什么波动   总 突然想起来开学后 交 什么论文题目初拟吧大概    知道 啥 那次 二报上完 知道干啥 课之后 做
1229,5357,天空之梣,2018年07月25日 12:27  来自 iPhone客户端,楼自带中央空调 情况下，以下   另备 三大宝物-移动空调器，空气循环机，电风扇，各个方向同时 对   人吹， 问 这个夏天ye ye
1230,5360,新罗爱宝客免税店,2018年07月25日 12:00  来自 微博 weibo.com,灰尘 甲醛 异味，空气中飘浮 这些隐形垃圾 许  知 觉中侵害  身体哦~所以小爱宝 给大家安利一款非常好用 空气净化器——CLAIR 韩国原装进口，纤小 可爱 设计，便捷地将家庭    身边 每个角落变成空气清新 “ lair zone”~
1231,5362,重力泉日志,2018年07月25日 09:39  来自 iPhone客户端,记录因为原来   装修， 们搬到 有山有水有大树 “ ”，其实  树林 摆 一些 桌 吐槽老板抠门之余，  内心还 蛮喜欢 ，时 时有小风吹一吹，空气实 太好 有一天傍晚， 走出 区活动一下，抬头突然发现非常壮丽 景象，东边 天空 渐变紫色，闪烁 blingbling
1232,5365,恋空lsyndtk,2018年07月25日 08:43  来自 vivo X20全面屏手机,森绿净化--针对住宅   新车及公共场所（学校 幼儿园 银行 医院等）新装修所产生 甲醛和其他有机污染气体 异味 治理 所用产品为美国百 品牌 M公司 生物酶系列 一站式服务平台，全面室内空气治理服务，优质可靠产品保障，强效去除装修所带来 甲醛 苯 氡 TVOC等污染气体，效果显著
1233,5370,阻尼哇,2018年07月25日 01:16  来自 荣耀8青春版 颜值担当,西部计划 昨天到达服务地 罗甸第一中学这  环境，设施，空气，优秀极  学校建 山水湾，一段超级无敌长又陡 楼梯之后，便 正门 学生公寓有空调，教师 花花草草很雅致，最感动  ，主任竟然亲力亲为，搬 千斤重 巨大行李箱，上 五楼门口， ，好亲切
1234,5371,围个波吐,2018年07月24日 23:15  来自 iPhone客户端,爆热 天气， 选择放弃安逸舒适  ，冲进空气烫人 户外，一天肤色 降 度，很快 会起色斑，何苦为难自己？人生还真 有点无聊    哈密·丽园街区
1235,5373,懒小REI,2018年07月24日 22:25  来自 荣耀10 AI变色更潮美,，晴，天氣預報依然沒準  早上還沒出門，  覺得自己嗖  上 公交後，  感覺自己熱  行， 还感觉到公交裏 空調涼爽，但胳膊上 雞皮疙瘩冒  很 瘮得慌， 熱還 涼  女孩真 到 夏天更難受，想念 歲前還能 家裏打赤膊  子  想念 用忌涼呀寒呀辣呀  子，
1236,5377,晒崽狂魔柠檬夏,2018年07月24日 20:37  来自 快充长续航魅蓝 Note5,摸鱼 一上午下午开始跟仙贝整理资料看吧其实  打印而已 偶尔帮忙弄一下手尾起码学会用打印机 👌弄资料 时候充分感受到母上 面临检查时 各种心塞 如何把十几个人凑成五十多个 刷机 次数仙贝问 有什么意见可以调动别人积极性   能    村 一瓶洗洁精
1237,5378,是赵顶缺呀,2018年07月24日 20:04  来自 iPhone客户端,缓缓某个盛夏 午后，空气燥热， 急急哄哄 从外面赶回 ，喝完一大杯水后，还 热 喘 过劲儿来，这让 有点烦躁 电话响 ，上级单位催  报表资料，而 还没有完全整理完毕，来 及多想，放下电话，赶紧 资料库寻找，整理，排 ，半个小时后，资料从邮箱 给对方，缓一口气，低头看见
1238,5385,磷酸果糖激酶1,2018年07月24日 16:57  来自 iPhone客户端,去 这个时候，  被当作空气一般晾 一旁 好 临床 东西至少还懂一点，而且同组那对情侣 隔壁班 ， 认识，总 至于太尴尬 看师兄去查房 跟，没事 坐  看书 五天其实过得很快 然而现 每天 完全变成看书看文献 ， 凳子上一坐 三个小时起步 嘛虽然  个小白但 每天来当空气人
1239,5388,Stefanie_831,2018年07月24日 16:26  来自 iPhone客户端,下午晕晕乎乎 ，感觉胸闷气短， 外 户外花园坐坐，呼吸一下新鲜空气
1240,5389,三门杉杉,2018年07月24日 16:23  来自 vivo手机,那天下午 大雨过后天很晴 空气还潮湿    并 稳当 真革座椅上脑子疼 颈椎疼 心 疼并 知道 疼到什么时候去―― 杉杉 更 期疼痛
1241,5392,熊猫小缓,2018年07月24日 15:50  来自 三星 GALAXY Note8,老 有人抽烟，夏天开 空调 抽， 最讨厌二手烟 ，难闻，眼睛还熏得难受  买 个小米空气净化器放 ，抽烟 同事觉得有点尴尬，好像  和他们对 干， 讽刺  该买个大 把整个 一起净化 嘛 另外  抽烟 女同事  买小     本来 净化 坐 这一坨区域，大  买
1242,5393,格丽雅家政公司,2018年07月24日 15:32  来自 微博 weibo.com,温度越高甲醛释放量越大 这  闹 玩 伴随 夏季高温到来，降温成为  们家庭生活 首 步骤，但 们更 能忽略  ——环境质量 高温可加快光化学反应速率，从而提高大气层有害气体 浓度，进一步伤害人体健康  高温区内，空气密度小，气压低，容易产生气旋式上升气流，使得周围各种废气和化学
1243,5394,东北野生大青提,2018年07月24日 14:30  来自 朱一龙老婆iPhone X,° 空气， 即使坐  开 空调，摸到窗户 感觉 融化 温度
1244,5400,卡莱雅假发,2018年07月24日 11:42  来自 微博 weibo.com,常生活中 有哪些能让皮肤变好 小习惯一 护肤品 使用  原则  间防护，夜间修护 早 爽肤水（喷雾）+眼霜+抗氧化+乳液（霜）+防晒+上妆晚 爽肤水（喷雾）+眼霜+美白修护+乳液（霜）（夏天可以 用乳液或霜，只 保湿做到位 可以 ）防护大于修护，  想 晒出斑  晒黑  有皱纹
1245,5403,0721-1230,2018年07月24日 10:35  来自 iPhone客户端,为什么这个点  空气 会弥漫 一股他 jj味
1247,5410,L先生的时光机,2018年07月24日 09:06  来自 360安全浏览器,早晨，  空气，混杂 各种早餐 味道
1248,5412,懒羊羊真的爱吃素,2018年07月24日 08:27  来自 iPhone客户端,大Boss一   ，空气  弥漫 自由 气味
1249,5416,maykid_sun,2018年07月23日 23:45  来自 iPhone客户端,来到暑培现场 第一天 一大早到 上班，中午匆忙赶到机场，喝 一杯柠檬汽水度过仅有 放松时光，上飞机前把册子发给印厂， 飞机上被川航热情 空乘投喂 烤土豆，下飞机后感受到 雨后 凉爽空气，到 成 酒店 第一秒开始开会，十点左右吃  成  第一碗冒菜，到到这一秒，感觉世界才安静下
1250,5420,我永远都爱这様的我,2018年07月23日 19:53  来自 iPhone客户端,净化空气 重任 交给 们   逃离新
1251,5421,潜在湖底的猛鳄,2018年07月23日 17:57  来自 微博 weibo.com,有个白富美同事 高中很胖 后来节食维持  斤 身高 看上去太瘦 皮肤又白 略微病态美 五官一般但 会穿 整体还  错  前男友 中学同学    们同事 高帅但 富 谈婚论嫁受阻作罢 女同事后来闪婚 个远方亲戚 辈份上算她叔叔 原先 银行工作 后来压力太大婚前辞职考公 两家家境  错  算门当户
1252,5424,U_武嫣,2018年07月23日 16:56  来自 iPhone客户端,对新鲜空气 渴求达到 极限，全靠人工吸走甲醛  让人很忧桑， 以为  病 一周，原来连植物 变成 秋天  样子， 愿意开窗户 人类 他们 怎么  O 链接
1253,5427,Tracy哇,2018年07月23日 16:07  来自 360安全浏览器,太阳落 某星座和 亮落 此星座 人究竟有何 同，且看太阳落 摩羯座和 亮落 摩羯座行为模式  同某 中午，一位太阳摩羯座同事（以下简称A）与一位 亮摩羯座同事（以下简称B）对话如下 A B，下午有空咱们开会过一下这个项目 进度吧 到吃饭点 吧， 先吃饭吧B 没事， 现
1254,5433,COMPO园艺,2018年07月23日 12:00  来自 微博 weibo.com,三伏天，分分钟让人热到原地爆炸 酷热难躲闪，空调来救命 但长期待 空调房，密闭 门窗，室内空气 流通，容易让细菌钻 空子，让 头晕头痛 食欲 振哦 实  方便开窗， 妨选择  养盆植物做  “空气清新剂”吧 绿萝 芦荟 虎尾兰 龟背竹 滴水观音等 有净化空气 去
1255,5435,光在上影在下,2018年08月15日 20:35  来自 iPhone客户端,这个世界谁能 暧昧？可以当 爸 领导，突然提出  想拥抱 ，其实 压紧   胸部 同级 男同事眨 挑逗 眼想请 下班后喝酒 同岁 客户以契投 借口夜晚变相地套 近乎 大  岁 成功人士单独约 吃饭谈 寂寞辉煌 人生和他可爱 孩子 掂 啤酒肚 大叔白天跟 显摆完，晚上发笑脸信息
1256,5437,左芫宁,2018年08月15日 19:13  来自 微博 weibo.com,应该避免  利风水有哪些很多人 对 还有家具 风水很 看重，那么 有哪些应该 避免 风水呢   应该避免横梁压顶众所周知 最需 避免 风水布局  横梁压顶 横梁压顶 一种 良风水，把自己  桌放 横梁下会使得 人感到压迫而且还会觉得体乏无力并且
1257,5439,请叫我何呵呵吧,2018年08月15日 16:59  来自 iPhone客户端,只有到 别人 才知道空气有多么清新
1258,5440,壹讯通讯,2018年08月15日 16:48  来自 iPhone客户端,技术和匠心 深度结合，简约 小巧 设计，成  这款独一无二 时光沙漏空气净化器， 管 客厅 书房还  ，时光沙漏 可以惊艳时光，创造 舒适 环境 O 链接 O 链接
1259,5442,彭姑姑娘,2018年08月15日 14:03  来自 同步圈APP,非常感谢龙岗电视台和横岗街道办 大力支持 绿宏人“真正改变客户 生活环境，使生活更加健康”承接 新房新车   幼儿园教育机构 健身房 酒店等室内空气检测和除甲醛工程
1260,5444,疑惑毛毛虫,2018年08月15日 13:02  来自 Android,知道为什么，  秋天吗？ 光变得明朗，天空又高远，空气好澄澈，以前飘浮 小颗粒  见 ，看东西看 好清楚好清楚，周围好静好静 ，感动 想哭，又想学习， 还差好多没学完 这两天睡好多，好像 把前面失眠  补回来 失眠 时候 知道为什么一直念叨 “田园将芜胡 归，既自以心为形役，
1261,5445,一百块干点啥,2018年08月15日 12:48  来自 iPhone客户端,好物之加湿器 职员常 处 空调房 ，皮肤 水份很容易流失，所以 增加空气 湿度 可以选择 最大容量 ， 用常换水，小容量经常需 加水，比较麻烦 二哈    L容量 ，加满水后可以用两天 仙女们 再  怕上班脱妆
1262,5447,风花草lifeway,2018年08月15日 11:00  来自 微博 weibo.com,富贵竹——这植物给人带来富贵 寓意，而且枝叶繁茂 翠绿欲滴，净化空气，很适 摆设装饰，培养简单干净，一瓶清水 可以养活，很 方便美观
1263,5449,hellohello_大敏,2018年08月15日 09:53  来自 iPhone客户端,闻 被滚水烫得出晒油脂 咖啡，搭配上领导出差 工作天，即使下雨 觉得  空气  甜
1264,5450,水瓶座某某,2018年08月15日 09:44  来自 iPhone客户端,兰州 天更蓝  大气更洁净  天上见到星星和 亮  人们对头上 天更满意  回想  前后，兰州白天 太阳 暗 ，晚上 天 黑 ，空气 有难闻 味道 ，对比现 怎么能 满意呢 为 兰州 蓝天， 们许多环保人晚上   度过 ，环保局长  一 间更多 晚上回  家
1265,5452,肚肚小小猫,2018年08月15日 09:39  来自 iPhone客户端,兰州 天更蓝  大气更洁净  天上见到星星和 亮  人们对头上 天更满意  回想  前后，兰州白天 太阳 暗 ，晚上 天 黑 ，空气 有难闻 味道 ，对比现 怎么能 满意呢 为 兰州 蓝天， 们许多环保人晚上   度过 ，环保局长  一 间更多 晚上回  家，
1266,5453,乐了一个趣,2018年08月15日 09:17  来自 UC浏览器电脑版,装修 .选用绿色建材想 避免家中有过多 挥发性有机化合物，最好 原则当然 “预防胜于治疗”，最好 装修及选购家具前，  求装修人员或家具制造者使用 含挥发性有机化合物 材料 很多人 装修房子 时候，总喜欢讨价还价，想 怎样才能比较省钱，却没想过商家为 赚钱，会 会提供符合健康
1267,5454,妞我是你四大爷,2018年08月15日 08:26  来自 OPPO智能手机,一有男生，  觉得空气  臭 ，开空调 得开窗户
1268,5456,Quan_AC,2018年08月15日 06:11  来自 微博 weibo.com,ktdr 今晚逃出工作 区域来到空气清新 公园 散步再来杯有态度 奶茶简直perfe t[互粉][噢耶]据 今晚 上演一场  脸 闹剧下班之后只想静静地得到休息放松
1269,5460,陳不曬-,2018年08月15日 02:31  来自 A Shineのvivo X6D,「颱風特報」而 知道嗎？*離家去重慶上學之後便幾乎再 沒有機會遇見過颱風 颱風    印象裡總 帶著些趣味 因為小時候會因為避風可以到父親 辦公室玩電腦上 小遊戲因為上學 之後可以因為颱風有半天 假期因為颱風後空氣裡  樹枝加葉子混著雨水 味道因為  有颱風  這個沿海而
1270,5463,LY--F,2018年08月14日 22:23  来自 吴青峰超话,吴青峰  Day 最炸  一次現場沒有參加過任何現場  ，硬 回答這一題蘇打綠休團 那一 多裡， 把以前 視頻翻出來看，看到  時候真 激動到  辦公室蹦來蹦去，大家以為  神經病真 太燃太炸
1271,5468,江西仙女湖,2018年08月14日 18:35  来自 微博 weibo.com,仙女湖区禁止燃放烟花爆竹倡议书，请您查收广大村（居）民朋友们 燃放烟花爆竹污染空气 影响生活居住环境 易引发火灾，为深入推进城区烟花爆竹禁止燃放工作，让新余 天空更蔚蓝 空气更清新 城区更宁静 环境更优美， 们倡议 一 遵规守法，从自己做起 自觉遵守《新余市烟花
1272,5469,玉田发布,2018年08月14日 18:08  来自 微博 weibo.com,中元节文明祭祀倡议书广大城乡居民朋友们 农历七 十五 传统 中元节  这一传统节 即将到来之际，为改善城区环境质量，降低空气污染，倡导文明新风，弘扬传统美德，推进文明县城创建，建设美丽玉田，玉田县文明办向全县人民发出如下倡议 一 倡导环保，弘扬新风 强化环保
1273,5470,哈伊希迭陆,2018年08月14日 18:06  来自 前置双摄vivo X9sPlus,福州·三坊七巷，      星期二，天气阴雨 一早上起来发现外头下 雨，所以 洗漱完后没有 急管狗狗，下 雨 没法带它们下去方便，只能让它们先忍  洗刷完后 用电脑看 会英雄联盟 比赛视频，然后休息 一下，休息完打开房间门来到客厅，一出房间
1274,5472,雯_随然,2018年08月14日 17:46  来自 iPhone客户端,没睡醒 围观撕逼心累 外食呼吸一下新鲜空气 🥤＞真 忙晕 刚发现编辑 半天没发出去 醉
1275,5473,七有两只猫了,2018年08月14日 16:53  来自 iPhone客户端,六 底   看忽而今夏 有一段 章远回到高中自己对 空气演何洛给他生 礼物 那一天 样子 那段真 太扎心  每次听这首歌 时候还能想起 章远哽咽  小崽子  何洛 想  那个样子 起  读书笔记写完 吗？四页模 写完 吗？下礼拜开学
1276,5475,傲娇赛博乌鸦,2018年08月14日 15:52  来自 前后2000万 OPPO R11,雨 ，时而群树乱舞，时而绵绵如丝 自从上周分完科室 算安顿下来一周 ，和   哥哥姐姐两三天 混熟 ， 很好相处依旧 空闲时刷题，但 速度很慢，总 想偷懒，这雨天更  下乡验收过两天，行政执法 小车车，顿觉自己提高  档次 网购 空气凤梨 斯决科特(多国花) 安睡两
1277,5477,琦fish,2018年08月14日 15:19  来自 360安全浏览器,每天 有无数次想发  常几个外来 大老爷们 等领导们，吸烟吸得咧同事悠悠走到他们面前 墙壁上 贴 一张“禁止吸烟” 标识语场面，有够尴尬  哈现  同事走到他们跟前“ 好， 空气流通  很好 麻烦可以请 们 克制一下吗”
1278,5485,莹莹and小杰,2018年08月14日 11:32  来自 微博 weibo.com,昨夜下 场雨，终于有 秋天 感觉  夜 太凉快，小朋友出汗少，晚上竟然尿 两次 这个夏天，真  热爆 ~想起 °高温骑 电动车来上班，空气 像热浪一样扑面而来，开车 像坐 热笼 ，怎么  舒服，汗哗哗  小朋友背上起 痱子，头上热 起 热疙瘩 衣服从来  潮潮  所以，现 一凉快
1279,5486,大多数说,2018年08月14日 11:31  来自 iPhone客户端,因为 面积检查，领导搬到大  套间 来 ，一大早开始 开门抽烟，两个空气净化器开到最大效果 平平组长一上班 溜出去透气   还得准备一堆材料进去找领导签字希望组长大人良心发现，以后出去开会 请捎上 吧  再  找理由逃会
1280,5489,米花糖77,2018年08月14日 10:33  来自 iPhone客户端,. . 早 .   窗外阳光夹杂 灰蒙蒙 空气 却 明亮晃眼  空调 很足但温度 太低刚好舒适 程度项目进展一般耳机 放“戒 掉”听 懂 粤语歌词却别有一番感觉而使得 想写下些什么无奈于 本子没带 只好  打下这些奇怪 文字 子平淡却 充实迷茫但又坚定
1281,5491,星钻积木,2018年08月14日 09:29  来自 微博 weibo.com,经过地形勘测蜂多番 多区实践，发现  天 这 天 最蓝 天，而且空气怡人  上班坐   人没事抬头望望天
1282,5495,江城-林语,2018年08月14日 09:03  来自 微博 weibo.com,过去，人们喜欢 院子 种树，美化庭院 清新空气，炎热 夏天还能 树下乘凉 如果种  果树，成熟季还能吃上 鲜 果子 如今，国土绿化已成为保护生态环境 一项基本国策 而人们对绿化 需求， 上升到对“颜值” 价值 追求 百姓
1283,5498,祖母绿的蓝,2018年08月14日 04:34  来自 iPhone客户端,搬来深圳  ，这 气候湿润，空气干净，绿植茂盛  需 忍受交通拥堵，  太去嘈杂 地方，身心健康很大改善 去福田车公庙，面海 很好，从没想到从另一角度看深圳湾 去宝安公园，那 很多接地气美食 双玺安静，但有点太高冷 看二级大投资家，看矿主，看币圈专业投资者，心情 好
1284,5562,南乡子·,2018年08月14日 00:00  来自 锤子便签,扶贫——朱自清盼望 ，盼望 ，八 来 ，扶贫验收 脚步近  大家 像睡 醒 样子，费力 张开 眼 太阳升起来 ，天气热起来 ，村镇干部们更加忙碌起来  检查组偷偷地从市 钻出来 山沟 ，田野 ，瞧去，一大拨一大拨满   走 ，站 ，
1285,5586,潮搭Kelly,2018年08月13日 22:54  来自 微博 weibo.com,绿 萝 盆栽室内净化空气 植物 . 自动吸 水盆栽 ，很好养 活  ， 想 生活过得 去，生活必 须带点绿
1286,5595,Miracle-JT,2018年08月13日 19:46  来自 iPhone客户端,走出   空气真好呀甜甜  同事 没觉得   过看见 觉得甜甜  ？？怪 得   昏昏沉沉  可能坐 身边迷醉 哼 情话小王子怎么可能认输
1288,5606,小小微壳儿,2018年08月13日 17:58  来自 iPhone客户端,知道  空气太差一上班 咳嗽得更厉害鼻子 更难受 喷嚏打得更多
1289,5608,sasa的私橱,2018年08月13日 17:40  来自 微博 weibo.com,绿萝盆栽室内净化空气 植物 . 自动吸水盆栽，生存能力超强 哦
1290,5613,小小李麻推荐,2018年08月13日 16:54  来自 微博 weibo.com,萝盆栽室内净化空气 植物 ￥ . 元， 自动吸水盆栽，生存能力超强
1291,5617,GM古玛空气家,2018年08月13日 14:31  来自 秒拍网页版,工作太累？头晕，胸闷？异味太重？ 时候关注  空气啦  LGM古玛空气家 秒拍视频
1292,5620,爱看书的乌鸦呀,2018年08月13日 13:43  来自 OPPO智能手机,早上天花板从上面咣当掉下来，吓  大叫，原来 因为对面 房间没有关窗，空气压强 到 们
1293,5622,SJ顺其自然微信,2018年08月13日 12:20  来自 HUAWEI nova 2s,Bruno vidrio香水瓶USB超声波加湿器，外形超美，只 倒入水进去插电即可用，或者插上USB 可以，非常方便，还可以滴上几滴香水，坐 淡淡清香 空气中，每天心情 可以棒棒嗒，非常适合 ，车 ，开 空调干干 室内，声音超级小，水雾细密 💰
1294,5624,慕爷Li,2018年08月13日 11:31  来自 华为P9手机摄影再突破,与小姑娘激烈 讨论七夕值班倒霉与否 伪命题时  忽然无脑 蹦出一句有什么倒霉，又  七 半值班 空气安静 秒  传出 得尖叫  +     !  请假!
1296,5629,嗨爱乐,2018年08月13日 09:40  来自 前置双摄vivo X9s,健康生活小常识 条👏🏻 需 知道 生活窍门  大蒜中含有丰富 抗病毒成分，能增强身体 免疫力，换季时多吃些大蒜会帮 应付感冒   饮酒时 宜吃烟熏食品，饮酒易使人体血铅含量增高，这时烟熏食品中 有机胺会诱发消化道疾病   用餐节奏 宜太快，细嚼慢咽，让食物和唾液充分混合，
1297,5631,168HelloWorld168,2018年08月13日 09:21  来自 iPhone客户端,公司刚装修好 到一周  ，没有一颗绿植，没有放置空气净化器，没有做过任何除甲醛处理，高层写字楼没有窗  为 阻止大家议论新  气味太重头疼嗓子痛 反应，找某公司出 这么一份报告   只能边呵呵边 ，对于那些昧 良心 话做事 人，   报，时候未到
1298,5633,不老神农山,2018年08月13日 08:52  来自 微博视频号,走出家门 走出 走进大自然 走进神农山放松心情 呼吸山间  新鲜空气让肺部感受清新和凉爽 O 链接 L 老神农山 秒拍视频
1299,5635,挂蚊帐会闷的Beryl,2018年08月13日 08:01  来自 猕猴桃的iPhone 8,空气有毒💣养 三颗吊兰 一盆豆瓣绿 一盆栀子花活下来 只有栀子花还  特地放到窗口捡回 一条命拒绝甲醛❌拒绝二手烟❌
1300,5637,康康测评,2018年08月13日 02:10  来自 微博 weibo.com,健康生活小常识 条， 需 知道 生活窍门  大蒜中含有丰富 抗病毒成分，能增强身体 免疫力，换季时多吃些大蒜会帮 应付感冒   饮酒时 宜吃烟熏食品，饮酒易使人体血铅含量增高，这时烟熏食品中 有机胺会诱发消化道疾病   用餐节奏 宜太快，细嚼慢咽，让食
1301,5638,是为---豪,2018年08月13日 01:53  来自 iPhone客户端,青 春 回 忆夏 ，濛濛细雨渐渐沥沥，一层水雾缭绕 空气中，公园 花木  烟雨中笼罩  擎 伞走到湖边，走到桥头，想看看细雨落入湖中荡起那层层涟漪 雨景 微雨袭来，恰巧一位撑 雨伞 姑娘从桥 对面走来  惊呆 ，那 三十多 前  吗?自从分开，三十多  ， 好象 第
1302,5641,番茄欧了个去,2018年08月12日 23:16  来自 iPhone,周  独自一人  没有老板却充满老板气息   加班想 再没有人周一会很高兴地  morning all天呐   这个  唯一活跃 空气永远莫名其妙地兴高采烈 偶尔才表现低落其他人 像死 一般沉闷看   房间空   以后  会  面 妈打过来难过得对 她 差点 哭母上大人 难得温柔
