,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Day,Month,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,year,Env_prlbm,Sent_lvl
438,865,865,3022,18,9,3118,3121,4135,7026,吃Yii碗梨_,09月18日 08:41  来自 iPhone客户端,谁家好人 温度比室外温度还高,2023,1,-1
439,866,866,3023,18,9,3119,3122,4136,7027,不起痘的愿望,09月18日 08:33  来自 三星Galaxy S10,本来早饭想 食堂喝点粥来  但 温度还有有点热 只好买 瓶奶 带回 喝,2023,1,-1
440,868,868,3025,17,9,3121,3124,4138,7029,昵称不用记,09月17日 16:59  来自 微博轻享版,很多商场 冷气   死 活 状态，能感受到风但没有冷气  像  开 空调温度缺调到 度制冷 天鹅湖万达真 很差诶,2023,1,-1
441,872,872,3029,16,9,3125,3128,4142,7033,丁贝达叶尔斯,09月16日 00:00  来自 vivo手机,校领导  拿 们立威吧？   号教师节当天，非 开 什么开学典礼 ，当天 温度真 很热，然后当天开始没多久之后 有 老师晕 过去，当然他 气晕  后来陆陆续续 晕 一大批学生，光 们级部 知道   反正好几个  满 人 没晕过去 学生呢 大多数  吐， 头晕，恶心反胃 然,2023,1,-1
442,877,877,3034,14,9,3130,3133,4149,7040,旎很灏沃耶狮,09月14日 23:01  来自 iPhone客户端,天气   植物 空调 温度 最近天气灾害新闻 中午 外卖,2023,1,-1
443,882,882,3039,14,9,3135,3138,4155,7046,羊羊圆圆咩,09月14日 14:23  来自 iPhone客户端,大夏天     开空调好过 开 空调但 温度像 开 暖气一样 冷您 穿衣  实  行申请换位去 角落受热行 行呀热  有点内个,2023,1,-1
444,884,884,3041,14,9,3137,3140,4157,7048,-你头发乱啦o,09月14日 10:31  来自 iPhone客户端,温度还没降下来呢 上班  开空调  人闷死  喘 上来气过 还 太滋润  神经病,2023,1,-1
445,887,887,3044,13,9,3140,3143,4161,7052,西一袄甜水,09月13日 19:43  来自 狐狸小尾巴Android,下班走出 这感人 温度，啧,2023,1,-1
446,888,888,3045,13,9,3141,3144,4163,7054,Fulllovekk-,09月13日 16:09  来自 荣耀60 5G,这个暑假 考试以招 进 排 告终  预料到结果，来 及伤春悲秋且马 停蹄 应聘，总得赚钱   入学前 一切还算顺利 谁知开学后毫无温度感  各项事宜全靠自己一张嘴 找 到 ，自己去打扫上个世纪  代既视感 宿舍，安宿舍门锁 备课本去哪 拿 全 没人告诉 ，问  被  没书上课,2023,1,-1
447,889,889,3046,13,9,3142,3145,4165,7056,V闪闪,09月13日 13:37 转赞人数超过30,最现代化 工业制造车间，温度体感和噪音 让习惯 现代城市化生活 人受  ， 去过很多生产线 ，即使自动化程度再高，  边工作 工人， 特别辛苦，起码身体感受 会很好，比吹 空调  文员 承受 身体 心理压力大多   刚刚从 极其现代化 造纸厂车间走出来， 边 室内温湿度，,2023,1,-1
448,894,894,3051,13,9,3148,3151,4171,7062,yuumin_,09月13日 00:27,这种 多度 天气 被 空调冻到感冒主 还  空调温度太低啦 穿 外套 但   手 冰 前两天左鼻子塞住  今晚到右鼻子,2023,1,-1
449,898,898,3055,12,9,3152,3155,4175,7066,vkei77,09月12日 16:37  来自 iPhone客户端,顶楼空气好 温度 高过人 好鬼焗热噶  好烦躁,2023,1,-1
450,900,900,3057,12,9,3154,3157,4177,7068,昵称可用123123123,09月12日 15:29  来自 iPhone客户端,一定  空调温度太低 ，弄得 老想吃东西午饭吃挺饱，没多久 饿好吧，该点外卖🥡,2023,1,-1
451,901,901,3058,12,9,3155,3158,4178,7069,破晓浮舟,09月12日 14:17  来自 iPhone客户端,原来 交易大厅改 ，没有隔断，纵深很深，员工 很多 前几天北京凉快，空调 停 ， 温度回升空调却再没开 整个大厅只有一排窗户，并且只能开一条小缝   像蒸笼一样，明明 北京最舒服 秋天，上个班比桑拿天还难受,2023,1,-1
452,903,903,3060,12,9,3157,3160,4180,7071,阳阳摔了一跤变成了阳阳酱,09月12日 11:33  来自 Android,室外温度   开 度 空调🙊,2023,1,-1
453,904,904,3061,12,9,3158,3161,4181,7072,JE193JE,09月12日 10:48  来自 iPhone客户端,昨天上班来 及找长裤 随便穿 条短裤 中午休息太冷 把衣服搭腿上 没用  温度更低 终于把长裤穿上  一到 厚外套 穿上,2023,1,-1
454,911,911,3068,11,9,3165,3168,4189,7080,美少女公主_,09月11日 16:49  来自 iPhone客户端,🥶🥶 空调开 温度好低，穿 俩外套  还冷,2023,1,-1
455,914,914,3071,11,9,3168,3171,4193,7084,安娜利诺奇卡_早睡早起版,09月11日 15:00  来自 iPhone 13 Pro Max,温度 ，华/贸 为什么这么冷,2023,1,-1
456,915,915,3072,11,9,3169,3172,4194,7085,llluckystrike_,09月11日 13:17  来自 iPhone客户端,现  温度好像秋天 温度 好幸福,2023,1,1
457,916,916,3073,11,9,3170,3173,4195,7086,柴柴的小世界sg,09月11日 13:05  来自 iPhone 14,空调现状 天热 时候，温度怎么 降 下来；天气凉快 ，立刻哐哐降温（冻得   敢睡 ）评价 压力大 时候容易撂挑子,2023,1,-1
458,920,920,3077,11,9,3174,3177,4199,7090,我的洋葱你来吃,09月11日 10:17  来自 iPhone客户端,空调温度真 有必 开这么低吗每天穿长裤穿外套 冷得瑟瑟发抖，这 正常 吗,2023,1,-1
459,923,923,3080,11,9,3177,3180,4202,7093,缱绻平生ooo,09月11日 07:41  来自 iPhone客户端,每次  改作业 改 大汗淋漓🥵，  空调温度太高还 改作业很累 ，总 能  紧张吧,2023,1,-1
460,925,925,3082,10,9,3179,3182,4205,7096,Darry-喵,09月10日 21:50  来自 HUAWEI Mate 50,快  中旬 ，天天 ， 度， 温度还得高两度 真  受,2023,1,-1
461,927,927,3084,10,9,3181,3184,4207,7098,早睡觉人舒服拿全勤,09月10日 18:41  来自 iPhone 13 Pro,坐  jio开始发冷  知道 空调对吹 还 从心 凉出来 温度降下来 人  变平静  最期待还 夜 能再冷一点 让楼下 空调休息休息 还耳根一片清静,2023,1,-1
462,932,932,3089,10,9,3186,3189,4213,7104,Ahhaha_zel,09月10日 13:23  来自 iQOO Neo5 生而为赢,管外边 什么温度， 已经率先进入秋冬 ，穿 个长袖还巨冷,2023,1,-1
463,933,933,3090,10,9,3187,3190,4214,7105,FreyaW爱吃西瓜,09月10日 12:38  来自 荣耀30 Pro 5G,空调， 么吹热风 么吹冷风， 看起来 冷风上班，提前感受到 冬天 温度，穿 裙子  冻 手脚冰凉,2023,1,-1
464,937,937,3094,10,9,3191,3194,4218,7109,种太阳的张啦啦,09月10日 10:15  来自 三星Galaxy S23 Ultra,穿短袖冷，穿长袖热，好奇怪 温度,2023,1,-1
465,938,938,3095,10,9,3192,3195,4219,7110,一位超级靓女路过,09月10日 10:08  来自 nova12系列出色蓝不住,小小  有两位上古大神，分别 古希腊掌管高温 神和古希腊掌管低温 神，他们把集中供冷 温度一会儿调成 ℃，一会儿调成 ℃，而 ，古希腊掌管窝囊 神，只能一上午跟有病似 默默经历冒汗—正常—加衣—冰冻—减衣—正常—冒汗   循环,2023,1,-1
466,940,940,3097,10,9,3194,3197,4222,7113,三九天1978,09月10日 07:58  来自 HUAWEI Mate 30 5G,一大早到 ，室内温度显示 ℃，又  下🔥  子，白露 过 还那么热,2023,1,1
467,944,944,3101,9,9,3198,3201,4226,7117,山雾与白梨花,09月09日 21:05  来自 iPhone客户端,又突然想到，上传下达 排会订餐 接送领导，甚至还 调节空调温度和宴会菜单，陈挽这  一港岛市（岛）委 主任吗,2023,1,1
468,945,945,3102,9,9,3199,3202,4227,7118,随时随地发癫hhh,09月09日 18:22  来自 微博轻享版,每天上班已经够心寒   空调还开这么冷 环境温度 度 度  想让 们从 到外冷死  吗,2023,1,-1
469,948,948,3105,9,9,3202,3205,4231,7122,狂吃不胖要得不,09月09日 13:53  来自 于适yosh超话,于适yosh   空调温度好低，牛马  被冻成冰冻肉 😰,2023,1,-1
470,949,949,3106,9,9,3203,3206,4232,7123,瓜呱-_,09月09日 13:49  来自 iPhone客户端,空调温度跟太平间没差啥比同事 想咋,2023,1,-1
471,950,950,3107,9,9,3204,3207,4233,7124,躺平青年是我,09月09日 13:20  来自 iPhone客户端,教育局 领导坐   面，空调温度开到 度太辛苦 ，千万别感冒,2023,1,-1
472,951,951,3108,9,9,3205,3208,4234,7125,wuyuuuuuuwithhang,09月09日 12:52  来自 iPhone客户端,先出 看看室外多少温度行 行,2023,1,0
473,952,952,3109,9,9,3206,3209,4235,7126,-春夏又秋冬,09月09日 11:44  来自 iPhone客户端,重庆 楼好久才 限电 周一 庆幸温度降 点  过 统一恒温 小孕妇真 好热🫠 靠   两个风扇努力过活这一天,2023,1,-1
474,954,954,3111,9,9,3208,3211,4237,7128,君君君Cherish,09月09日 09:53  来自 iPhone客户端,楼， 最高温度 度，  为 养家糊口，希望这瓶水能给 带来暂时 清凉,2023,1,-1
475,955,955,3112,9,9,3209,3212,4238,7129,铃22响叮当,09月09日 09:52  来自 iPhone客户端,离谱  高铁比  还冷人类真 可以承受这个温度吗,2023,1,-1
476,956,956,3113,9,9,3210,3213,4239,7130,猫猫赞赞一号机Nomuuu,09月09日 09:50  来自 三星Note20 Ultra 5G,温度 . 真  汗流浃背,2023,1,-1
477,960,960,3117,9,9,3214,3217,4243,7134,是人是人是人,09月09日 01:34  来自 OPPO A58 5G,为什么这么高 温度还 恢复线下教学， 们  个人坐  教室虽然有空调，但 这跟没开没区别，  几个人坐  这种感觉真  好受，而且寝室空调开 跟没开一样，半夜肯定会被热醒，半夜一直被热醒 请问第二天有什么精神去听课   请问那因家长 断 求线下教学 们 同意，有 乎 们学生,2023,1,-1
478,961,961,3118,9,9,3215,3218,4244,7135,一直爱29,09月09日 01:15  来自 重庆二次延迟开学取消超话,重庆二次延迟开学取消  自愿开学到最后还  家长决定 有问学生一句话吗？每天 度往上 温度 这些家长领导   吹空调  们当然 热 几个人吹 大空调  们学生呢？五六十个人吹 空调 窗帘  让拉 门  让关 有些同学又受  冷  照顾他们 空调,2023,1,-1
479,963,963,3120,9,9,3217,3220,4246,7137,榆木脑子瓜,09月09日 00:09 转赞人数超过10  来自 iPhone客户端,重庆教委能 能有点人性   度 高温天气 多个人坐 教室   算有两个空调 拉 下来温度 何况 那些条件  很好 学校 食堂一千多人一起吃饭 只有头上几顶小风扇吹 有用吗？ 请问 重庆 人工降雨 给  坐 吹空调 领导降 吗？有用吗？为什么 先考虑考,2023,1,-1
480,964,964,3121,8,9,3218,3221,4247,7138,_Luna小天使,09月08日 23:50  来自 HUAWEI Mate 60,最离谱  教师 空调温度只能开 度,2023,1,-1
481,965,965,3122,8,9,3219,3222,4248,7139,星星盗月,09月08日 23:50  来自 Redmi Note 12 Turbo,四十度热三十九度  热 吗？以为学校两个空调 制冷效果很好吗？几十个人坐一堆温度 能降下来 吗？假设能，食堂呢？学校食堂几百个人坐一堆 给 降 ？取消线上   让教委坐后面陪 们一起上课，  空调  别吹， 这么坐一下午 试试？,2023,1,-1
482,967,967,3124,8,9,3221,3224,4250,7141,高冷的地毯,09月08日 23:27  来自 iPhone客户端,度 高温 度 凉快建议把教育局 室内温度调成 度哈,2023,1,-1
483,968,968,3125,8,9,3222,3225,4251,7142,恩恩花店,09月08日 23:26  来自 荣耀Magic2 魔法手机,离 重庆教委谁还把 当猴耍 坐  开  度 空调倒 凉快 们 仅 求空调温度 低于 度而且大课间之前还 准开空调谁来考虑 们学生 感受,2023,1,-1
484,970,970,3127,8,9,3224,3227,4253,7144,可爱月亮河,09月08日 22:46  来自 vivo X60Edge蔡司影像,所以 们条件 好 活该呗重庆教委走出 走出空调房再 话呢  降 一两度 叫降温吗   度 天五十几个人 教室两个空调，温度根本降 下来， 去搬书， 教室坐  动 汗流浃背  早上去学校领书搬书，又热人又多，中午才搬回来，下午 跟   延迟 ，又 搬,2023,1,-1
485,973,973,3130,8,9,3227,3230,4256,7147,华卷飒yu,09月08日 21:43  来自 OPPO A1 5G,空调还开 有固定时间固定温度， 真  服 ，热s人 们天天  吹空调肯定凉快哇,2023,1,-1
486,974,974,3131,8,9,3228,3231,4257,7148,我裂幵了201412,09月08日 21:31  来自 vivo S15e,们倒 安逸 坐 空调 停   感受 到太阳 温度，小手一敲消息一发 们 取消延迟开学 ，把 们 空调拔  老实 ，有本事 们开学 时候 们所有领导去外面站  热 死,2023,1,-1
487,975,975,3132,8,9,3229,3232,4258,7149,新篇章是心偏张,09月08日 21:27  来自 华为平板M3 听见震撼,觉得下两场雨温度从 ℃变成 ℃  凉快 ？   只有几个人一间 还两个空调， 凉快， 有没有想过 多个人吹 空调，温度调到 ℃室温还  ℃  想吃烤肉吗？ 受  家长去闹，  搁这儿 求学生 个吧，还 让把取消延迟开学这消息放群,2023,1,-1
488,978,978,3135,8,9,3232,3235,4261,7152,海言芝士要吃嘛,09月08日 20:55  来自 重庆市教育局超话,重庆市教育局   想干啥  度实际温度还 止， 们别坐   腰疼,2023,1,1
489,979,979,3136,8,9,3233,3236,4262,7153,川川吖吖,09月08日 20:52  来自 iPhone客户端,真 服 ，那么热 天，班上 空调 没充钱，还只有特定时间才能充，开学教师 跟火炉一样， 算充 钱，那些抵 空调吹   把温度调到 度，   直接关 ， tm离空调最远还 承受门口 超热温，学校风扇  坏  ，请 们把学生当人吧， 只会让老师 最凉快，  算,2023,1,-1
490,981,981,3138,8,9,3235,3238,4264,7155,豆蔻今天吃了吗,09月08日 20:28  来自 Xiaomi Civi 2,老子教室四个风扇  能吹，学校迟迟 报修，教委 们  空调倒 凉快哈， 教室开窗开门 通风条件下 度 空调对于 这个坐 边边上 一点用 没有哈，非得把学生们逼得中暑 只    度+ 取消高温假  啥心理？ 们  坐 太舒服没多去感受一下外面 温度吧,2023,1,-1
491,983,983,3140,8,9,3237,3240,4266,7157,叫我小涴老师,09月08日 20:10 转赞人数超过10  来自 iPhone客户端,坐 觉得外面温度 只有 多度吧,2023,1,1
492,984,984,3141,8,9,3238,3241,4267,7158,baby小念-,09月08日 20:07  来自 iPhone客户端,书 昨天拿 ，泼出去 水  收回 全班五十个人，空调开 度 和 度一样，人工降雨两次降 啥？温度还  度，教委走出 再 话,2023,1,-1
493,986,986,3143,8,9,3240,3243,4269,7160,小猫没运气,09月08日 16:21  来自 Redmi Note 13 Pro,重庆教委 知道外面现 多少度吗  取消延迟  上午 去学校报道领书 空调 度开 三个小时 室内温度还 三十度  们天天坐   吹空调吹出病  知道外边多热 吧,2023,1,-1
494,987,987,3144,8,9,3241,3244,4270,7161,奖励自己一块冰乳酪,09月08日 11:00  来自 iPhone客户端,真 很虚，真 很虚， 开一天空调  穿一天外套 ，而且温度 很正常，但 还 得穿，上次游泳完，暑假仅有 一次运动，然后回家 低烧，整个人又酸软又无力， 买 周卡 喂 谁给 一副 轻 身体   已经 早睡早起 ，但  还  担心到底能 能活到 岁退休,2023,1,-1
495,988,988,3145,6,9,3242,3245,4271,8987,猫喜庆的小本本,09月06日 07:02,懂 问，以现 夏天这温度，空调难道 算最基础 设施吗？保障学生 健康和安全应该 教育工作 首 任务吧 前两天 新闻， 想订奶非让订，现 想买空调非 让买 如果订奶 为 学生健康考虑，那买空调更 为 保命   谁有异议先把 空调,2023,1,-1
496,990,990,3147,22,7,3244,3247,4273,8993,Amii阿米,07月22日 19:04  来自 iPhone 13 Pro,这样 ，主任 空调温度低，进去会被冻到，毕竟主任西装挺厚，可以理解 但 如果看见主任莫名其妙地脸很红——排除怒火中烧 可能，请  管，更  问 大概只 因为头脑放空时突然想起来早上起床摸到老婆光溜溜 屁股，顺手给老婆套上一条内裤，防止他睡醒 发现自己被遛一整晚鸟而恼,2023,1,-1
497,994,994,3156,19,9,3253,3256,4283,9238,嘿这是早睡冠军,09月19日 14:22  来自 iPhone客户端,空调温度低到有多离谱昨天吹 一天 空调 鼻塞流鼻涕,2023,1,-1
498,996,996,3158,9,9,3255,3258,4285,9353,Six-6x,09月09日 12:34  来自 iPhone客户端,重庆近几天 空气温度并没有很大 变化，有些学校 空调设备  很完善，有 学校空调甚至可能没有 并且很多学校空调 限电 如果市教委觉得 度 度和 度 天壤之别， 低温凉爽 话，那么请 走出 打 空调  感受一下 并且 算有些空调设施非常完善，那  可能照顾到所有学生,2023,1,-1
499,999,999,3161,8,9,3258,3261,4288,9390,短誆,09月08日 18:35  来自 nova 7 SE 5G 乐活版,这么高 温度，老师至少能天天开个冷死人 温度，学生呢？  考虑学生，  们高尚，有些学校甚至连空调 没有，还有那群老师，人机一样， 们屁股坐 凳子上，天天坐 那 ，吹个小凉风，显  们 ， 们下班  收个衣服，吃个饭，有些甚至还得待 学校， 们  吐槽晚,2023,1,-1
500,1001,1001,3163,8,9,3260,3263,4290,9394,落吟听椿,09月08日 07:46  来自 iPhone客户端,今早骑电动车到公司 莫名感觉燥热 进 马上 把空调开到  度 想 先凉快一会儿然后再调高（因为 一些稍微 长一些 同事受  这么低 温度）然后刚凉快没两分钟 主管来  调高  呜🥹,2023,1,-1
501,1004,1004,3166,7,9,3263,3266,4293,9397,颜汐有小轩,09月07日 17:49  来自 OPPO Reno Z,这个鬼天气温度平均 度， 什么有空调有条件开学， 们老师 当然凉快   教室  四个吊扇 立式空调，五十个学生  们 抗高温呗统一延迟开学,2023,1,-1
502,1005,1005,3167,7,9,3264,3267,4294,9398,吃烤鱼呗,09月07日 17:47  来自 vivo Y31s标准版,真 服 ，对 有空调，教室温度 能调太低，教室人又多， 凭什么觉得 热，食堂有空调， 食堂那么多人，空调只 靠墙上挂起，凭什么觉得 热，  晓得 ，领导  热，还有寝室，应该寝室八个人，温度最低  开个 度， 凭什么觉得 热，,2023,1,-1
503,1006,1006,3168,7,9,3265,3268,4295,9399,我为什么不能叫樹,09月07日 17:36  来自 微博轻享版,突然下起一场大雨， 空调 感受到 阵阵冷意 温度过高 喜欢，降温太厉害 害怕 害怕从冰冷  走出去还 扑面而来 冷意，整个人从内到外地冷，  火热 夏天真 过去  时光飞逝 惆怅 彷徨,2023,1,-1
504,1011,1011,3173,7,9,3270,3273,4300,9404,锊敷日商,09月07日 00:52  来自 华为Pocket 2,空调有问题 温度调挺高 但 一 穿外套 喉咙痛咳嗽 再热  敢脱外套 回家倒没问题惹,2023,1,-1
505,1014,1014,3176,6,9,3273,3276,4303,9407,biu御姐的日常,09月06日 18:02  来自 iPhone客户端,这星期开学天天回来 热，温度确实高 ，这个社会  这样，再穷 学校教室 学生没空调，但 老师 校长 空调却 歇 所以 打 过 加入吧，自己成为制定规则 人才有 话 资格,2023,1,-1
506,1016,1016,3178,6,9,3275,3278,4305,9409,MaoMAyMao,09月06日 13:09  来自 微博轻享版,开空调有点冷，开 会儿温度下来  关掉吹风扇， 还 喜欢吹风扇,2023,1,-1
507,1017,1017,3179,6,9,3276,3279,4306,9410,不如糊里又糊涂,09月06日 10:22  来自 努力活着的Android,这个温度到底 给谁设定 ，这 什么人体冷藏保鲜实验吗🥶,2023,1,-1
508,1019,1019,3181,6,9,3278,3281,4308,9412,奥德彪不飙,09月06日 08:43  来自 一加 Ace 2 Pro,长沙回复小学教室 装空调，中小学生 培养吃苦耐劳精神 这个回复主 有这么几大点  .中小学生阶段，需 培养吃苦耐劳精神， 经得起严寒酷暑考验，培养适应能力 晓生  长沙冬冷夏热，现 外面温度 度，为啥回复 领导   吹空调，为什么 带头吃苦耐劳？ .学生好动，经常进出，装,2023,1,-1
509,1025,1025,3187,5,9,3284,3287,4314,9418,门依是埃拉isla,09月05日 18:21  来自 iPhone客户端,使用香水 豆沙 🚬香得 头昏😵‍💫这么低 空调温度 有如此强 扩散力 带一瓶更香 狂喷会解决此问题吗？,2023,1,-1
510,1027,1027,3189,5,9,3287,3290,4318,9422,糖Panda-,09月05日 14:16  来自 微博网页版,虽然这两天温度没有之前那么高  但    空调像没开一样好 ，热死 ，天天 开 空调还打风扇,2023,1,-1
511,1031,1031,3193,5,9,3291,3294,4322,9426,番茄土豆牛腩不要牛牛,09月05日 10:10  来自 iPhone客户端,每天到 真 很冷，男生体感温度巨高一来 开空调   毛衣开衫 ，他们全部短袖,2023,1,-1
512,1032,1032,3194,4,9,3292,3295,4323,9427,Dr戴霞是戴戴,09月04日 22:42  来自 iPhone 15 Pro,重庆最近真 让人热傻  一番操作猛如虎，成功  人工降雨和自然灾害之间选择 人工灾害     空调 极其 给力，每天中午一点以后室内温度必然 度以上，看 它楼下  银行收银柜台 份上 忍  明天休整一天，然后连续外地出（避）诊（暑） 天模式开始,2023,1,-1
513,1036,1036,3198,4,9,3296,3299,4327,9431,Ali_Diary_,09月04日 16:20  来自 iPhone 15 Pro Max,前几天二十度小冯给  时候 嗤之以鼻中午回到三十度 温度小小 它救    命,2023,1,1
514,1038,1038,3200,4,9,3298,3301,4329,9433,开心棒棒糖007,09月04日 15:26  来自 OPPO Find X7,祈求降温，今  温度实  历史最高， 闷热 么法,2023,1,-1
515,1039,1039,3201,4,9,3299,3302,4330,9434,岑兮遥,09月04日 14:58  来自 iPhone客户端,这个温度为什么  每天换衣服？   男人  什么卫生习惯？,2023,1,-1
516,1041,1041,3203,4,9,3301,3304,4333,9437,爱谁谁过自己的小日子,09月04日 11:01  来自 HUAWEI Mate 40E,空调温度 ℃难怪寒毛直竖,2023,1,-1
517,1050,1050,3212,3,9,3310,3313,4343,9447,汪汪2046,09月03日 11:53  来自 微博轻享版,冻死，外面热死 极端温差什么时候才能过去呀（ps  温度只能低温，高于 ℃，空调 会散发酸臭味）,2023,1,-1
518,1052,1052,3214,3,9,3312,3315,4345,9449,lajumboo-,09月03日 09:42  来自 iPhone 14 Pro Max,热得没完没 没完没   早上起床 汗流浃背  子什么时候才 个头昨天一只小鸟热晕  窗台，捉进空调屋  活过来 ，变身精神小鸟，  运气好，下午下 雨温度降 点，下班时把她放飞 ， 继续热，希望小鸟活,2023,1,-1
519,1053,1053,3215,2,9,3313,3316,4346,9450,吉娘娘本吉,09月02日 20:57  来自 iPhone客户端,红色预警呢～ 想问上班牛马有人管吗？限电有人管吗？这个温度 没有空调    很离谱 哈,2023,1,-1
520,1054,1054,3216,2,9,3314,3317,4347,9451,Saturh,09月02日 17:28  来自 微博轻享版,哪个坐  想出来 必须户外一小时   看看温度 害得   每天晒 小时 烦死 😡,2023,1,-1
521,1055,1055,3217,2,9,3315,3318,4348,9452,地铁不停,09月02日 16:09  来自 vivo X80,成 硬 没有延迟开学 这么高 温度 中午关会空调 热  个叫 每个教室四五十个娃 没有空调 东冷夏热 扛 下去  来个物理加温这个冰块让 想起宫斗剧中争宠 妃子们夏天抢冰块 剧情,2023,1,-1
522,1056,1056,3218,2,9,3316,3319,4349,9453,闷油瓶-静候灵归,09月02日 16:02  来自 HUAWEI Mate 30 5G,室外温度 ℃，室内开 空调（空调设置 ℃），室内温度 ℃ 这 把火焰山放  吗？老板,2023,1,-1
523,1058,1058,3220,2,9,3318,3321,4352,9456,辛巴落寞,09月02日 14:20  来自 iPhone客户端,什么温度，尸位素餐  得  们 什么配置，  学校什么配置？好意思开学？好意思高温下操场上举行开学典礼,2023,1,-1
524,1059,1059,3221,2,9,3319,3322,4353,9457,用户z8tuk9ltcx,09月02日 12:50  来自 iPhone客户端,这样 天气开学， 考虑娃娃 家长，劳民伤财 教育局领导麻烦 们把空调关 坐到 试试温度，   几十个娃娃坐到教室  ，多上这几天课 作用 啥？ 能多放几天寒假顺延吗？,2023,1,-1
525,1060,1060,3222,2,9,3320,3323,4354,9458,半截山茶,09月02日 12:35  来自 iPhone客户端,这个天气怎么能热成这个吊样 ？？  空调真  没办法控制温度 ，只比外面好一点点 出去一趟热到浑身  汗，满头大汗，全 汗😓,2023,1,-1
526,1062,1062,4446,31,7,4589,4592,5655,10767,Aulismloe,2021年07月31日 19:25  来自 HUAWEI Mate 40,坐   一天对外界 温度一无所知 面冻脚，外面热 能烂脚,2021,1,-1
527,1063,1063,4447,31,7,4590,4593,5656,10768,我也要一块小饼干,2021年07月31日 15:31  来自 HUAWEI P40 5G,感觉 可能 得 空调病 每天 度 回家 度导致 现 一出门 外面温度太高   有点生理上  适,2021,1,-1
528,1065,1065,4449,30,7,4592,4595,5658,10770,仙姆SamChak,2021年07月30日 15:52  来自 仙姆大叔SamChak超话,室外温度 ℃， 🈚️空调Sam studio避暑群像降温贴➕颐莲喷雾救  们 命   打工人认真打工 一天呢 仙姆大叔SamChak  L仙姆SamChak  视频,2021,1,1
529,1067,1067,4451,30,7,4594,4597,5660,10772,香香的象度河,2021年07月30日 12:00  来自 iPhone客户端,从  温度来 ， 大概  北极工作吧,2021,1,-1
530,1069,1069,4453,30,7,4596,4599,5662,10774,君落倾城燕双飞,2021年07月30日 11:06  来自 微博轻享版,一回 瞬间感觉好多 ，仓库 面 温度感觉起码 +,2021,1,1
531,1071,1071,4455,30,7,4598,4601,5664,10776,钮钴禄·妮蝶,2021年07月30日 09:55  来自 Android,温度 个迷，穿外套会热， 穿又冷无语子,2021,1,-1
532,1072,1072,4456,30,7,4599,4602,5665,10777,雪儿爬爬,2021年07月30日 09:48  来自 nova5Pro人像超级夜景,电风扇 开 能睡  所以经 起风寒   空调一开，有 吹 到 热， 风口上吹 人 冷到感冒而  中间 被吹到，每天一来  披小毛毯，  偶尔一会一会咳一次嗽，出外面感受温度，下班回去 没啥所以 这 凉咳嗽？（ 感冒）,2021,1,-1
533,1074,1074,4458,29,7,4601,4604,5668,10780,长命百岁发财富贵,2021年07月29日 21:51  来自 iPhone客户端,真 吹 太久太久空调 ，风口一直对   位置，吹   脑袋，即使  下午这种暴雨天气，  空调 依旧  °，有时候被吹得实   行 ， 把空调扇页摇上去 ，然后  人 会开始 好热好热好热，唉   每天 裹 被子套 脑袋，生怕被吹出偏头痛来  这几天天气 好，温度上升,2021,1,-1
534,1077,1077,4461,29,7,4604,4607,5671,10783,爱喝奶茶的十号甜菜,2021年07月29日 17:42  来自 iPhone 11,这个温度   愿意走出,2021,1,-1
535,1079,1079,4463,29,7,4606,4609,5673,10785,徐小鱼排,2021年07月29日 16:41  来自 iPhone客户端,空调冻  一直 看秋冬装取暖 到底 怎么才能 出 想开高点温度  太社恐 吧,2021,1,-1
536,1080,1080,4464,29,7,4607,4610,5674,10786,大吉岭上的杰尼龟,2021年07月29日 14:43  来自 微博轻享版,空调温度一直  个迷中午睡醒 脑子 只剩下四个字寒气侵体.,2021,1,-1
537,1081,1081,4465,29,7,4608,4611,5675,10787,可乐应该加柠檬,2021年07月29日 14:38  来自 微博 weibo.com,外面 狂风大暴雨，  空调温度调 真 很低， 度，好冷  鸡皮疙瘩 起来 ，瑟瑟发抖,2021,1,-1
538,1082,1082,4466,29,7,4609,4612,5676,10788,月饮十七,2021年07月29日 14:17  来自 微博网页版,这冷 天气，下 雨， 还开 空调，快冻死   想调高点温度别人还 让， 穿 大褂子大裤子 热 出去  真,2021,1,-1
539,1083,1083,4467,29,7,4610,4613,5677,10789,耳朵失眠了,2021年07月29日 12:28  来自 iPhone客户端,真  能理解 每天空调开 度 室外温度最高  会超过   每天 为 开而开,2021,1,1
540,1085,1085,4469,29,7,4612,4615,5679,10791,多少有点点毛病,2021年07月29日 11:01  来自 vivo AI智慧拍照X21,天天  瑟瑟发抖  管什么天气空调温度铁打  度 公家 电费  钱吗,2021,1,-1
541,1086,1086,4470,29,7,4613,4616,5680,10792,今天也是超值的一天,2021年07月29日 10:18  来自 iPhone客户端,发现有些人 ，  非 让人  空调费物业没有公开 明 收费 时候，三个空调中央空调一起开冷到   盖被子  调温度 现 被 一 能源 收费，害 果然收敛  节约能源 应该 每天 做无关金钱问题吗？还天天 别人怎样怎样,2021,1,-1
542,1088,1088,4472,29,7,4615,4618,5682,10794,但是蛋的丹_,2021年07月29日 09:14  来自 iPhone客户端,这个温度  空调坏 配上 透气 制服汗蒸无疑,2021,1,-1
