,Topic,Count,Name,Representation,Representative_Docs
29,28,38,28_小米_每一次_江铃凯运_轻工业风,"['小米', '每一次', '江铃凯运', '轻工业风', '永动机', 'era', 'sz', '智驾', 'evovinyl', '小米手机']","['智能手机 战场上，联想moto S 以其硬核特种兵 姿态，脱颖而出，成为市场上 一股清流 这款经过SGS金刚品质 项严苛认证 手机，以其卓越 耐用性和可靠性，赢得 消费者 信任和青睐 每一次 摔打 每一次 浸泡， 像  诉  它坚 可', '小米科技凭借其卓越 创新力和亲民 价格策略，成为 众多消费者心中 优选品牌 作为一名资深 小米用户， 亲身体验过小米 众多产品，从手机到手环，再到电动牙刷，每一次 使用 让 感到惊喜连连 小米手机，作为小米科技 旗舰产品， 仅拥有流畅 操作体验和强大 性能', '小米YU  流量困局——如何用“滴滴人设号”榨干 万订单 最后一滴流量？借 小米 流量， 写一些关于创意 想法，这 只 单纯 流量思考而已，大家多交流 一 小米 流量狂欢与交付危机小米YU   万大定订单，表面上看 一场营销胜利，但实际上，这 一场与时间 赛跑 交付周期长达 周，']"
30,29,37,29_浅烧_感觉自己浅烧_太温暖_一身汗,"['浅烧', '感觉自己浅烧', '太温暖', '一身汗', '想工作', '感觉', '们俩', '难熬', '下班', '温度达到']","['好久没体验过下班走路 热， 感受 五点半从 出来到户外，低温到高温环境，热气一下子 笼罩全身，耳朵感觉  火边烤 ，物品 被热气传递 温度 太阳下有烫 感觉，树林下好一些，有风吹来 热 ，行走 人 多 一会后身体适应温度，热气腾腾感减少 摆摊 那对老 夫妇 出摊，看 她 李', '有 很牛 技能，对自己 身体温度有精准感知，感觉自己浅烧 ，那  真 浅烧  下午坐 感觉自己浅烧 ，全身 热乎，回家果然 .  对于 平时只有 .  人来  . 及以上  浅烧 浅烧  刚好有体力做事动脑子，但又热乎又晕 回家吃 药又喝热水，准备睡 感觉自己散热像个暖炉', '最高温度 °， 真 快热傻 ，中午睡完午觉去上班 路上最难受，感觉已经被热晕 ，回到 脑袋还嗡嗡 ，下班跟姐妹骑车回家， 们俩 一辆公交车前面走 ，公交车离 们俩 到两米，突然嘭一声，吓死  ，后面公交车 后胎爆 ，弥漫 烟尘，幸好 后胎  前胎， 然 可能有危险，远离大']"
31,30,37,30_地铁_和班车_车厢_很理解,"['地铁', '和班车', '车厢', '很理解', '通宵', '崭新', '班车', '开到', '裤子', '结果']","['\ue627 会 能停徐马 p  马杰限号 时候坐地铁通勤， 小 小时 出租车 比地铁快  多少，马杰觉得这钱能省则省，  算吃什么苦 夏天 时候光 从家到地铁站 从地铁站到公司 两段路 能把人热得满头大汗，冬天又冷得很  过这些马杰 习惯 ，从上学 时候 觉得地铁真 伟大发明 后来', '被写字楼 地铁 空调吹得胃寒怕冷以前夏天  穿正常厚度 裤子，挡住 寒气进肚子 上个 开始健身每天穿单薄 裤子，完全挡 住寒气吃饭 坐地铁 时候， 能感觉屁股底下一股寒气钻进来最主  还  空调温度太低，没有加挡风板，冷风呼呼 冲头顶吹，灌进', '明显降温 ，早上上班带 一条披肩，和一件   时方便穿 褂子，特别像校服 老公送 到地铁口，上班需 坐五六站，  习惯地铁上看手机，早上发发呆，正好 下 地铁还 赶去园区 班车，过红绿灯 时候，有一阵微风，清清冷冷，有阳光 有一点温度，十字路口 对面站 一位姑娘，带 帽']"
32,31,34,31_夏天_cool_有一定道理_人开,"['夏天', 'cool', '有一定道理', '人开', '比较低', 'biz', '一种状态', '夏季', '空调温度', '新空调采购需']","['夏天 /宿舍空调温度该怎么凑合 每个人体感温度 一样，有 人开 度冒虚汗，有 人开 度肚子/关节 舒服但 认为应该冷 凑合热 ，开 比较低 温度  因为冷 话还可以穿衣服/换位置，热 话 没办法', '原来一直觉得加热杯垫到 炎炎夏 ，使用率会下降，其实还真  ~单位到 夏天 统一 中央空调，所以温度 打 比较低，还 好调节，加之每个  会有那么几天  暖暖 ，温度 刚刚好，正好对抗 空调房，绝 ~看，  地方到处  北鼎 影子，加热杯垫除 加热， 单纯 做个杯垫 很貌', '夏天起源于 本 “Cool Biz”倡议由环境省提出，作为一项战略，旨 通过尽量减少对空调系统 依赖来减少国内电力消耗 “Cool Biz”这项工作关键涉及对 标准空调温度 改变，将其设置为 °C（约 °F），并  本政府官僚机构内部实施更宽松 夏季 装 求  O 本 节能努力 Cool Biz活动，通过减少对空调系统 依赖来减少电力']"
33,32,33,32_下雨_怕感冒加重_带伞_以为,"['下雨', '怕感冒加重', '带伞', '以为', '空调温度低', '工位', 'dw', '天气多云有雨', '被雨包裹住', '特别有安全感']","['看 向往 生活 一直 下雨 搞得  三十度 天气下 觉得  这  下雨 （因为 灯坏   暗 一点 加上空调温度有点低 冷冷 ）', '一场大雨让气温整个下降十多度，一下子  凉 ，下午   觉得有点冷，回来 路上把暖气开  没觉得多暖和，一测温度还真 有点低烧 好 已经确认  🐑，只 单纯 身疲劳，再加温度变化大身体没适应所致 老妈 以为 这边衣服少，结果这   少，到处    衣服还能因为穿 少 凉，', '宿州 天气真 很讨厌，明明下 雨吹 风，从宿舍走到单位还 一脑门 汗💦 进  敢吹空调，怕感冒加重，身上黏糊糊 敢洗澡，怕感冒加重  真 讨厌宿州天气，阴雨绵绵🌧️三个周，上班下班出去玩 得打伞 能骑车，湿度拉满衣服晒干   返潮，闷热得下暴雨  开空调，雨一停温度']"
34,33,32,33_冻成狗_上午冻成狗_被冻成狗_热成狗,"['冻成狗', '上午冻成狗', '被冻成狗', '热成狗', '发抖', '态度判若两人', '快乐和同事去吃', '昨天遛狗', '散发出阵阵臭味', '港黑顶部']","['门口来 个小狗突然 停留门口每天肉分她一点哪怕骨头她 舍 得丢这 温度挺低她 发抖  进 她突然倒 脚边一边露出肚皮一边 发抖 脚  走她拦   断 露肚皮她一直跟  可 没办法养她有点难过天气太冷温度好低  无力', '度吧，节能环保，绿色低碳   家细狗，减肥前后对空调 态度判若两人 以前， 米  他， 多斤，非常怕热 知道 们家空调开到多少度吗？ 度 哎呀，冻  瑟瑟发抖晚上 盖厚被子睡觉 现 ，细狗因为糖尿病减肥，现 减到  斤，又非常 怕', '中原中 坐 港黑顶部   沉默得看 窗外细细落下 雪，空气冷得像 结 冰   没有开供暖，他 这么坐 寒冷 ，轻轻吐出一口气 “嘿 中 ， 变成冰雕  ”太宰治飘到中原中 面前挥挥手，“再这样会生病 ，生病 又没有人照顾， 呀，小狗真 麻烦死  ”“反正 会麻烦到 这']"
35,34,32,34_空间_设计_装修_studio,"['空间', '设计', '装修', 'studio', 'khaus', '弥生空间', 'bru', '桐堂', '树之公寓', '桦木板']","['Freshfields Bru khaus Deringer律所总部，柏林 / Kinzo重塑 空间 人文温度\ue627god谷徳设计网  Kinzo为国际律所Freshfields Bru khaus Deringer翻新柏林波茨坦广场Kollhoff塔中 三个楼层，打造出更具亲和力与温馨氛围 未来型 空间 设计灵感更接近纽约公寓而非传统企业', '软装饰 意义 当代建筑与室内设计 语境中，人们常将目光投向那些坚硬   可移动 结构元素——混凝土 墙面 钢制 框架 玻璃 幕墙 这些""硬装""构成 空间 骨架，却远非空间 全部 与之相对 ""软装饰""——那些可移动 可更换 富有情感温度 元素——才 真正赋予空间以生命与个性 关键所', '白灰木 空间之中，一抹橙色跃入眼前，打破平静，为空间注入活力，同时加深企业形象，突出现代商务感空间 同时缀入品牌橙色，碰撞平静 空间，营造温暖 积极 氛围 石材 木饰面 金属 空间 主 材质 石材天然 纹理 平滑硬实 质感，增加空间 美感和品质感 木饰面散发出温润 触感和自然']"
36,35,31,35_温度刚好_去冰_热水_health集愉清灵银耳雪梨汁,"['温度刚好', '去冰', '热水', 'health集愉清灵银耳雪梨汁', '暖气十足', '工作快结束', '宫寒养成记be', '把姐送', '泵糖', '把领导']","['今 冬天似乎特别干，一直 没有下雪 每天 暖气十足 房间 面，喉咙 沙哑 感觉整个人  干巴巴 想 一点清润 滋养 JOVA HEALTH集愉清灵银耳雪梨汁，这个饮料最近   几乎人手  这个 从秋天 时候他们 开始喝 ，健康饮品， 面  添加防腐剂和人工砂糖 有 很自然 好味道，', '为什么热饮比冷饮酒精味更重？众多周知  囤满 酒，书柜  威士忌和伏特加，冰室 存啤酒  那句“威士忌 加冰”经常被酒友嘲笑 晚上还专门查 文献，发现酒精 温度还真 大有来头 先 结论 啤酒冰镇后味道更清爽，威士忌常温下酒精味更浓 原因 味道 变化可能 水和乙醇分', '有补充 别把“去冰”和“热饮”画等号，夏天喝常温美式 挺舒服 ，比冰 少 点刺激，又 会像热咖啡那样喝得一身汗  备个保温杯，买 时候让店员装进去，温度刚好 烫嘴 胃 好 人可以试试“半冰”过渡，  让冰块稍微化一会儿再喝，比全冰温和，又']"
37,36,30,36_瞬间_痘痘_光子嫩肤_补水,"['瞬间', '痘痘', '光子嫩肤', '补水', '杠火', '干皮', '冬季', '美白', '肌肤', '颐莲喷雾']","['吃酱油会导致伤口留疤 让皮肤变黑？夏季天气炎热，温度飙升，很多爱美人士怕被晒黑，出门  “全副武装”，甚至只露出 双眼  这样，美白 话题又 社交媒体平台上热议 起来，参与讨论 有家庭主妇  白领 网红主播等，还有 少面部微创手术 患者  少经验帖中，充斥 各种各样 言论，', '科普分  光子嫩肤 原理与适应人群光子嫩肤，这个项目 像水光针一样普及，门槛很低，对医生 手法 求  特别高，但并 意味  随便找个写字楼 小 拉个人 能做，所以 做光子嫩肤之前， 一定  解一下光子嫩肤 原理 什么？以及光子嫩肤 适应症尽有哪些？光子嫩肤 原理 什么？', '这面膜，简直开挂 呀 冬季 长期 空调室， 这张脸平时 长痘痘 ，空调室温度高，还干燥，皮肤缺水长慢慢 心情 好 长 痘痘，真 太难过 😫 周五  ，同事 忍心看 脸上 痘痘， 扔 一片面膜给 ，让 回家用用，补水💦啥   晚上🌃 用它啦 -华熙生物BM肌活三']"
38,37,30,37_走路_最冷_晴天_零下,"['走路', '最冷', '晴天', '零下', 'hill', '结果这会坐', '荒野求生', '开最高', '穿羽绒服吧', '开车上班']","['. . （周三）农历二 二十二 晴天，最低- 度，最高 度 真 有点冷，中午 觉得没戴帽子头被吹 凉飕飕  晚上更 有种冻透  感觉，因为  居然穿  打底袜和裙子，注意 打底袜  打底裤  还 蛮舒服 ，但 出来外面真 把 冻 透透 ，唉， 开始记录天气，温度，', '虽然阳光明媚，天气晴朗，但 实有点儿冷，这 今 有深度感觉 第二场寒流 早饭后孤孤单单地 人遛弯，往常那 多 几个遛弯 人，估计 畏惧这寒冷，饭后 回 猫 去  其实   - ℃左右，  这个季节常有 温度，只 大家现 已经习惯 温暖 环境，反而 习惯这常有 温度 二十多', '零下 度，冷吗？ 冷呀 一夜大雪，早高峰还 下小雪，出行必定堵车，近 公  上班路，果断选择绿色出行，走路 耳套，围巾，手套全副武装，风雪路用  分钟 走到 ，节约 时间，锻炼 身体，何乐而 为呢 乌鲁木齐·乌鲁木齐体育公园']"
39,38,30,38_情绪家_情绪温度_影响_明白,"['情绪家', '情绪温度', '影响', '明白', '情绪', 'heat', '水平下降约', '求自己', '求还蛮高', '没像现']","['甚至能看见 网暴高温天气  爱喝水 人每天 能干一升水 吹空调  吹感冒  嗓子喇刀片 浑身无力 电费酷酷  交  热多久   问 六 初 开始  还有那个b衣服 死活买 到合适喜欢  退到 敢叫快递员上门 睁眼  拿  退货  统一  空调温度 开死老高 体热人受  一点 还 自备桌面', '天气操控情绪这件事， 们从来  孤军奋战（下雨时心情舒畅 奇妙原理-自然界 解压密码） .白噪音 “大脑按摩术”雨声 物理疗愈  雨滴声频率  ~ 赫兹，完美覆盖人类听觉舒适区，触发 α脑电波（处于深度放松状态），相当于给大脑做 一次“声波SPA”，焦虑激素“皮质醇”水平下降约 %', '情绪家 这个世界上，有一种人被称为""情绪家"" 他们  心理学家，   情感专家，却能将情绪这门艺术演绎得淋漓尽致 情绪家们 像行走 温度计，随时感知 周围环境 冷暖变化 情绪家最擅长 事情  捕捉空气中 微妙变化 他们能 一瞬间读懂 眼神背后 故事，从一句简单 问候']"
40,39,29,39_感冒_姐姐_问她_冷吗,"['感冒', '姐姐', '问她', '冷吗', '鼻毛没有长好', '开悟', '当整个', '睡醒后嗓子干', '差一把沙滩椅和', '开又热又闷']","['每次爷爷从 手 接过承妹时 会 “给穿少 吧？”每次承妹打喷嚏，爷爷 会继续 冷 冷 ，感冒 吧？多姐后来 替 解释，这 小宝宝 鼻毛没有长好，没有过滤 东西，温度或者灰尘等东西刺激到   喷嚏～每次 把哭闹 承妹哄好，奶奶 会来科普她哭 原因“她肯定  ， 知道吧？”每', '同事姐姐A 诶哟  纪大  吃 消空调风扇对 吹 nn  关掉 同事姐姐B  这样对 吹 冷吗 小姑娘 能这么吹 嘞 身体 坏掉 同事姐姐C 她每天披 头发  跟小🐶 毛一样 给她自己身上披 一层 她怎么会冷 空调对 她吹刚刚好   冷  关掉好热🫠   开风扇  对', '和yq下班 时候碰到 楼 姐妹，看她眼眶红红 ，问她   感冒 ？她 她们屋有人很怕热空调开 十几度，但 她很冷冻感冒 ，  和yq 没什么好办法只能安慰 她几句 离开  yq突然讲她从到单位一直到＞姐离开，没有过 凉爽 夏天，因为＞姐很怕冷，空调总 调 比较高（所以＞姐走 她很']"
41,40,29,40_下雨_五颜六色_还好_害怕雨太大,"['下雨', '五颜六色', '还好', '害怕雨太大', '天气预报', '时候已经', '好大', '下来', '时候', '晚上']","['雨新装修  只放 两天，其中一天还关 窗  室内温度 度开窗温度降 下来；另一天下雨终于开 ， 晚上 关窗防雨捎进来，坚持 散味 紧，开 吧  第三天，正式 新地方 ，晚上下班后感觉头晕，有时出发点  许这几天 宜请假，正 需 人手 时候；有时又觉得坚持 装修没有味道，连', '，雨 冬季， 羽绒服 加持下，大家像极 五颜六色 米其林轮胎小人， 路上滚动前行，滚进早高峰 地铁 ， 变成 地铁夹饼，再回到地面，又瞬间变得圆滚滚 冬季 雨天，五颜六色 米其林打 五颜六色 伞走来走去， 像 个移动 彩色蘑菇，   蘑菇一朵，  格纹   到蘑菇突', '天气预报晚上有雷雨，看到 那一刻已经 想—— 没带伞咋办？如果下雨   问问？晚上 地下室搬砖，师姐下来 下雨 ，拿出手机 看到群消息——已经过去十几分钟 —— 果然没注意有雨，被困到公交站牌 ，  知道W去找 没？于 打电话，无人接听，生怕被人抢先 ；又打给W  寝室没去，  那']"
42,41,28,41_窗户_开窗户_一间_开窗,"['窗户', '开窗户', '一间', '开窗', '开窗闷', '度怎么还那么冷', '觉得黑', '应该暖和点', '新闻报道虹桥站大厅温度高被吐槽', '虽然显示温度']","['新闻报道虹桥站大厅温度高被吐槽， 站方负责人表示“下一步，还将研究屋顶玻璃贴膜.”已经高温    ，而且高温天  有 过 多点少点 差别，还“下一步研究”呢，难道 应该未雨绸缪早点把各种降温方案 考虑到吗？大概 还没热到坐   今 太热，高温天反正 家窗帘基本  拉上 ，', '窗子  潘金莲开窗窗杆砸 西门大官人 那种窗子，关键还没有潘金莲 窗子开得那么大，一间 只有这么一扇窗， 开窗闷，开 窗  透个气，风根本进 来 这样子， 门口 可以感受两个温度，走廊 比 凉快几度，热 住 时候 跑走廊吹个风擦把汗再进来', '温度很高， 像夏天一样， 去把会议室 窗户打开，NM， 本人把他后面 窗户关起来，这么热 天，  开窗 ， 那么冷吗？而且这  朝西 ，太阳一出来 热得 行，这大中午 居然把这窗户关起来 ，真 热S     刚才，同事居然   门 关起来 ， 搞得 明白 ，  们怕']"
43,42,27,42_接到_李某十分忧虑_看到魂_男子因故意伤害罪,"['接到', '李某十分忧虑', '看到魂', '男子因故意伤害罪', '张律师', '检察院和法院', '直接找到副院长', '一男子得知', '七星法院', '警方却']","['们多跑路，让执行更有温度    上午，兴仁市人民法院执行局 接到  案件被执行人打来  一样 电话 “ 好，  曾某某， 们来 家拿给娃娃 抚养费，  认识路，  去干活，  家等 们” 这 一件给付孩子抚养费 执行案件，于      立案执行  接到', '“民之所欲，法之所从 ”湖南长沙，一男子得知 岁女儿被学院副院长猥亵，警方却 立案，他 吵 闹，而 直接找到副院长，将其鼻骨打断，造成轻伤二级 男子因故意伤害罪，被立案侦查，检察院和法院 做法令人拍手称快 看到魂 守舍 神情呆滞 女儿，李某十分忧虑，以为碰上什么烦心事 （信息', '“民之所欲，法之所从 ”湖南长沙，一男子得知 岁女儿被学院副院长猥亵，警方却 立案，他 吵 闹，而 直接找到副院长，将其鼻骨打断，造成轻伤二级 男子因故意伤害罪，被立案侦查，检察院和法院 做法令人拍手称快 看到魂 守舍 神情呆滞 女儿，李某十分忧虑，以为碰上什么烦心事 “有什']"
44,43,26,43_kuku冒汗_空调_温度调_融化,"['kuku冒汗', '空调', '温度调', '融化', '到现', '早上', '请问', '房间', '来出差', '每天上班还得电风扇辅助']","['得 这户外温度，  待半天，接 另半天，空调才能把 冻成“冰棍”，然后下班回家路上，待到进家才开始“融化” 再过几天，估计每天 下班路上“融化🫠”', '最近几 降温 周五晚准时下班 空调和周末两天冷空气 充分灌溉，让每个周一早上 与众 同 ，冷 第 上班 人把空调拧到最大，室内 温度却像坐  面 周一打工人一样，拒绝立刻进入状态，极其缓慢 升温  们 朝西，外面倒 艳阳 天，  一点阳光 洒 进来 总  花费半 ，才能慢', '每天真正能凉快 时间只有 min  家空调归妈妈管，开空调 能关门 能呆 房间  能一直吹  单位  空调  凉快，靠风扇弥补一部分，但同  同事依旧会觉得冷 只有开车回家  min真正属于 自己，可以随心所欲按照自己 感受开空调 心情有点复杂，但 知道怎么讲出来']"
45,44,26,44_最让_小憩模式_移动_午休,"['最让', '小憩模式', '移动', '午休', '岚图free', '车内空间', '深蓝s', '深蓝l', '领克', '惊喜']","['车内小憩新体验 作为一名普通 上班族，每天最期待 时刻莫过于午休时间 以前， 总为午休去处发愁—— 太吵，趴桌睡 舒服，回家又太远 直到买 零跑B ，一切突然变得 一样  最让 幸福感爆棚 ， 它 “小憩模式” 座椅放倒，空调调至适宜温度，遮阳帘', '爱上AITO m 还因为 小功能 小憩模式!以前一直有午睡 习惯，因为工作环境 原因只能选择  爬 桌子上，可往往一会 会胳膊发麻，脖子  舒服 没想到买 问界M  同时发现  午休“神器” 只需 一键开启小憩模式，车内座椅 会自动放平 仪表盘自动熄屏 自动调节空调温度，结合舒缓', '岚图FREE   移动“能量补给站”对 来 ，岚图FREE早已 止 一辆代步车，更像 随时待命 移动休息室，藏 太多让生活变舒适 小细节 工作午休 碎片时间，最需    快速“回血” 按下“小憩模式”，座椅会自动调整到最放松 角度，空调悄悄开启，送来刚刚好 温度，连香氛系统 会默契']"
46,45,25,45_给力_这周_off后对于明天_明天还从早到晚,"['给力', '这周', 'off后对于明天', '明天还从早到晚', '这几分钟', '果然出来正常多', '被骗', '蹦极呢', '觉得明天', '气温还有难以捉摸']","['\ue627晚安 这周 温度终于有点回升 ，太冷 ，上午  真  瑟瑟发抖 ，空调一点  给力  靠 热水取暖 希望明天能暖和一点', '这天热得 忍无可忍，直接  开空调（除湿），看 下明天温度还 高，目测还 和 一样 湿热，好难忍  （明天还 任务满满 一天', '真服 ，这个时间   开风扇吹风，而且后面几天  这个温度 ，怎么会有  底最高温  ℃  早上穿长袖冷，下午穿长袖热']"
47,46,25,46_刷碗_最快_一身汗_好家伙,"['刷碗', '最快', '一身汗', '好家伙', '滴个神', '看阳光穿过树梢', '知从什么时候开', '知道事情没这么简单', '熔化', '睡到两点多']","['温度回升，  第一次骑自行车上班，路上回想起去 生完孩子以后骑自行车上班  子 那时候 生完 - 个 ，天气很好，每天骑行，最快 时候 分钟从 骑到家门口 那时候孩子很容易饿，很容易哭，家  嫂和老人  可 还  放心，每天回家 时候骑 飞快，恨 得车轱辘 踩冒烟  温度高', '骑 三十公 ， 一直 反省，以后 能白天出去 ，温度高，心率 容易高  下次 穿黑色 长袖骑行服 ，没有短袖凉快 回家洗澡，裹 浴巾包 头发 睡  ，睡到两点多，咬牙坚持起来，擦地，刷碗，准备晚饭，洗衣服  妈回来之后 开车去买牛奶 回来晾衣服，做咖喱鸡腿盖饭，刷碗，清理扫地', '最近 一些感受 . 第一次感觉到秋天  假回来，立秋之后，早上同一时间出门上班，但建筑和树木投下 阴影越来越多，尽管温度还 居高 下  . 周六下午坐  加班 时候，开始怀念 大理骑车 那两天，手机 放 喜欢 歌，风微凉地吹 ，满眼  碧蓝 天空 路边青翠 稻田 远处连绵 苍山']"
48,47,25,47_临空经济区_infosys_廊坊_英亩,"['临空经济区', 'infosys', '廊坊', '英亩', '区农业农村局', '策略包头', '合规意识', '获聘担任全国最大城中草原赛汗塔拉生态园', '如今', '曲阜市吴村镇高楼村大棚']","['各位房东，大家好 为响应市政府号召，推动保障性住房建设提速 提质 增效 扩面，为“ + ”重点产业新市民，青 人提供“高品质，小户型，可支付，有温度” 保障性租赁住房，安居微棠 深圳市人才安居集团 统筹下进驻梅林街道（包括上梅林新村，新兴村，荔园村，河背村，围面村，下梅林村）开展', '临空经济区（廊坊）精准聚焦民生关切，高质量开展城市建设管理更智慧 环境更宜居    ， 临空经济区（廊坊）数智城市运营中心，工作人员通过监控大屏实时查看城市运转情况 （图 ）    ，智能巡逻车 临空经济区（廊坊）街头巡逻  （图 ）秋 清晨，阳光洒 临空秀林公园 草坪上，人们正', 'Infosys Campus / Morphogenesis [India]Infosys 园区 Area  m² Year  -IT 巨头 Infosys 新 园区位于那格浦尔即将建成  MIHAN 商业中心附近 重点经济区内，一期开发占地面积为 英亩（总面积 英亩），可容纳']"
49,48,23,48_电脑_wat_gen_硅脂,"['电脑', 'wat', 'gen', '硅脂', 'apple', '挨打', '温度来暖手', '据彭博社报道', '据报道将配备更快', '插上']","['刚自己动手重新给把 pu换 硅脂，上次拆机清灰没换这玩意， pu温度还 高，前几天开机 时候发现刚开机  度 ，吓得 连夜下单 硅脂，换 以后效果显著，开机才 +度，主板本身很老 ，看主板默认出厂 期   它现 给 整 一下加大内存后 家当  电脑毫无压力，系统升到win ，wps和微', '再更新一下 华为 Pura    跑分成绩Antutu 安兔兔跑分，成绩 分；GeekBen h CPU 跑分，单核 分，多核 分 单核成绩介于骁龙 + 与 骁龙 Gen 之间，多核成绩比骁龙 + 高 分，低于骁龙 Gen ；注 这次 拿回 后，打开性能模式， 正常温度下跑  分数会比演示', '彭博新报告详述Apple Wat h 三大升级 根据一份新报告，下一代Apple Wat h将提供一系列增量升级 Apple关注 或苹果下一代智能手表，据报道将配备更快 处理器，更薄 边框和更好 超宽带功能 据彭博社报道，今 Apple Wat h 更新将侧重于设计和性能 改进 取而代之  ，据报道，之前传闻中']"
50,49,23,49_一份蛋挞_温度又有点低_巨冷同样_幸亏今早吃,"['一份蛋挞', '温度又有点低', '巨冷同样', '幸亏今早吃', '早餐还得吃', '明天简直犹豫', '工作准备下班', '尸体还没回暖', '寒风让体感温度下降', '寒风中回']","['室外温度 ， 却好像有 度，闷热 下班买 葡萄和雪糕，分吃  汉堡，又啃 一根雪糕  盛夏 星期天，   加班，门口 修路，空荡荡', '天总  晴气温还 零度上下徘徊体感温度绝对零下   冻 脚疼只能上一会儿班回宿舍钻被窝用电热毯暖暖厨艺没有长进但 点外卖 水平有长进 晚饭 外卖很满意（P ）虽然包装很意外 量很足 炒菜没放糖 直接八星好评叮咚 花卷好吃😋  纯纯干饭 记 过两天暖和暖和出去吃', '好热，家 温度显示 . ，幸亏 有空调 晚饭后和石头出去溜达 一圈，石头 ，只 妈妈  出去溜达溜达，肯定  去买东西 果然， 们先去 买 明早 吃 三明治🥪，再去好想来买 一包吃 ，然后一人举一根雪糕，坐 振华门口 台阶上吹 夜晚 凉风聊 一会天']"
51,50,22,50_苹果手机_w充电宝_苹果_倍思,"['苹果手机', 'w充电宝', '苹果', '倍思', '手机电池', '充到', '打游戏', '发烫', '手机', '充电']","['唉，买苹果这件事， 已经戒  当  轻气盛，喜欢买电子产品，买过苹果 S，苹果 S，苹果 ，总共花费  . 万 结果用 两  到，电池损耗严重，续航稀碎 苹果手机   用还凑合， 室外工作耽误事 苹果手机 温度低于零上 度 会掉电甚至关机，然后失联', '倍思  W充电宝 市场上表现优异，销量和用户评价 较为突出 以下 关于倍思 W充电宝 综合评价和特点总结 \u200c  充电便捷高效\u200c “倍思 W充电宝 无线充电功能真 太方便 ，特别 早晨赶 上班却忘记给手机充电时，只需 把手机轻轻放 充电宝上， 能快速恢复电量，确保 会错过任何重 信息', '闪电快充，苹果手机 敲棒福利 “走，出去玩”“等 十分钟， 手机充会电” 知道有没有人和 一样，患有电量 满恐惧症 手机电量 满 敢出门， 充到 % 罢休 手机可以    第二条生命 ，追剧，打游戏 时候，什么只剩 % ？ 行 充电器 哪 出门前，怎么才 %， 够用， 充']"
52,51,22,51_蚊子_被咬_熏蚊子_多想哈有什么效果,"['蚊子', '被咬', '熏蚊子', '多想哈有什么效果', 'mks厂', '毒素用加热', '手中特别', '方法使蛋白质变性从而毒素失效', '打蚊子', '操场转']","['mks厂 欧米茄蝶飞绝对 最好 ，因为mks厂 第二，没有哪个厂敢 第一，二十 对于欧米茄蝶飞 专注，让mks厂 欧米茄蝶飞永远 比正品差 品质   厂家依据正品   开模定制 ， 外形上和功能上根本和正品一样 ，肉眼 能发现明显 瑕疵，上手质感很 错 ，拿 手中特别 有质感 并且复刻手表', '什么花草 驱蚊效果好?随 温度越来越高，蚊子  越来越多 尤其到 晚上，蚊子乱飞乱窜  严重影响到工作和休息 到 夏季蚊子会更加 多 其实 们可以 家 面养 种花， 仅好看养眼，还能够起到很好 驱蚊效果 第 种，夜来香夜来香顾名思义  晚上特别 香，夜来香', '没想到  有一天需 靠运动减肥 只怪自己管 住嘴 体重达到  设定 警报线 然而去操场愣 找 到进栏杆 门 围 操场转 一圈才找到 跑 三圈 压 压腿  二十分钟吧 被蚊子狂咬六口 明明走之前特意把腿上喷 花露水 看来肥肉多 腿 蚊子 喜欢 以后开始得穿 长裤 这蚊子太疯狂   过出一出汗 身']"
53,52,21,52_零跑c_一键备车_问界m_车主,"['零跑c', '一键备车', '问界m', '车主', '炎炎', '直线召唤', '坐进去', '哨兵模式', '驾驶充满舒适和清凉', '功能']","['针对于现  温度越来越热，夏天越来越明显，如果  零跑C  车主 还 知道这几个功能 真 只能后悔  远程空调 一定一定  手机app上提前开好空调，最好 提前 分钟左右，然后  点进去然后点击极速降温 还有最重    远程开车窗，让车内 冷空气把热空气吹出来，车窗 用担心，他只', '零跑C 夏季远程控车 告别蒸笼，爽到飞起 作为零跑C 车主，夏天用车简直开 挂 再  用忍受“开门蒸桑拿 座椅烫屁股” 酷刑，三个神仙功能承包   清凉 常 . 上班前 一键备车，进车即冰窟每天起床第一件事——打开手机零跑APP，点开“一键备车”，设置好空调温度和导航目 地  分钟', '夏 炎炎，  零跑C 成 移动 “避暑山庄” 每次中午出门前，  会提前 分钟用零跑APP远程启动空调，让车内温度从“蒸笼”秒变“冰屋”——这个功能 仅制冷快，还可以设置自动联动车窗留缝换气，先排出暴晒积攒 热空气，再快速降温，加上可以前排座椅通风，坐进去 那一刻，连']"
