,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
214,1019,1019,1106,4900,娇娇姐__,2018年07月10日 09:27  来自 搜狗高速浏览器,一到夏天 觉得喘 过来气   觉得超级压抑  因为集团太热 吗?觉得空气  流动,1,-1
215,1024,1024,1111,4919,蓑羽与谁,2018年07月09日 18:48  来自 iPhone客户端,发现  椅子舒适程度 光线明亮程度 空气清新程度 厕所清洁程度 食堂餐饮水平 wifi 快慢 交通 转程情况 上班时间等，每一条 能浇灭 上班 热情⚭-⚭,1,-1
216,1029,1029,1117,4927,就是这样越来越美丽,2018年07月09日 14:33  来自 红米4X超长续航,生活总归 平淡 ，现 坐    ，感受 闷热 空气，翻看 丝毫没有感觉 书 昨天  ，  公 之外 茶卡盐湖，感受 天空之镜 美好 为 下一次 川藏之旅，现 开始努力吧,1,-1
217,1032,1032,1120,4933,I·retreat,2018年07月09日 11:14  来自 荣耀8 美得与众不同,空气令人窒息 大  完全封闭  知名酸味 臭味 风油精 隔壁公司装修 同事香水 今早有一箱水蜜桃 这密度 能堵肺,1,-1
218,1052,1052,1141,5099,金聊斋,2018年07月31日 16:19  来自 iPad客户端,嘻嘻 伦敦地铁内高达 ℃引 满 官方 空调车再等   冷嘲热讽 伦敦地铁 图片来源 路透社据海外网    报道，据台湾东森新闻云报道，英国热浪已持续数周，伦敦部分地铁因未装冷气，车厢内温度逼近 ℃，面对民众 满，伦敦交通局回应称，空调列车 到  后才能上路 据报道，地铁中央线推,1,-1
219,1053,1053,1142,5100,LindenLeaves琳登丽诗,2018年07月31日 16:15  来自 微博 weibo.com,空调屋呆 一天，空气流通 畅，工作效率 down down down   放一瓶 人生橙花香薰藤条，清雅橙花糅合微苦人参，带来夏 清爽气息，净化空间空气，让 精神百倍,1,-1
220,1054,1054,1143,5101,Shen祯祯,2018年07月31日 16:02  来自 微博视频号,感觉  命 空气净化器给 原来  空调坏 ， 又换 个 拆开净化器惊呆 ⊙∀⊙ 难怪皮肤越来越差 LShen祯祯 秒拍视频,1,1
221,1055,1055,1144,5104,懂懂想懂,2018年07月31日 15:50  来自 微博搜索,认识手 伤害因素  强烈 太阳光，晒  化学物质，比方洗涤剂之类   干燥 空气，比方 和车子内  粗鲁 揉搓等  没有选择合适 化妆品,1,-1
222,1056,1056,1145,5105,ohb禾宝,2018年07月31日 15:41  来自 iPhone客户端,空调 制冷 同时，会吸走房间内 水分，造成空气变得干燥 长时间呆 房间内 话， 会带走皮肤 水分，出现缺水拔干问题，皮肤 会变得暗沉 少 而且，大部分写字楼比较封闭，室内空气 流通 空气质量差，如果  清扫 到位，空气中 灰尘和细菌 会成倍增加，引,1,-1
223,1063,1063,1152,5121,崩塌的雨靴是面粉厂,2018年07月31日 09:53  来自 iPhone客户端,隔壁  老头儿每次  跑到 们 🚬，怎么 ，  们这空气 特别好所以想来破坏一下吗？气死,1,-1
224,1064,1064,1153,5123,爱吃肉的六六,2018年07月31日 08:44  来自 微博轻享版,一 四季，     通过这 厘米 窗户缝和外界 空气亲密接触~按理 您体质可真奇怪，定 练  什么武林绝学 冬天 时候 通过这几厘米和外界空气亲密接触~东北零下 多度 天气 ~  差  盖个被  可 这大夏天外面 度高温您开窗户 什么劲呢？感觉每天 一股热浪直接扑脸~最近每天,1,-1
225,1075,1075,1164,5158,我的羊角辫好看吗,2018年07月30日 12:16  来自 vivo X20全面屏手机,上午没去公司，先去办 业务，一路上有空调 公交车 开空调，没有空调 公交车 仅热，还格外拥挤 打 遮阳伞一点用 没有，SPF指数  防晒喷雾  一点用 没有 怀 忧伤 心情，回到公司，本以为能够靠空调将 治愈，结果，停电 ？ 嗯？   像个桑拿房，空气中弥漫 烤肉焖饭 味道,1,-1
226,1077,1077,1166,5166,像月亮仰望太阳,2018年07月30日 09:47  来自 iPhone客户端,拆，空调全拆 ，整个   垃圾.感觉自己生活 垃圾堆  ，空气 好还热,1,-1
227,1095,1095,1186,5223,不安逸所以不安分517,2018年07月27日 19:31  来自 小米Max2 大屏大电量,科室窗边独秀 小花，晒 到阳光， 没人想 起给它浇水，天天闷  ° 空调 ，并呼吸   来来往往 污浊空气，居然还能开得 花，真 堪称花坚强,1,-1
228,1097,1097,1188,5225,谭Richer,2018年07月27日 16:19  来自 谭叔叔的iPhone 7 Plus,一缕空气🙃 重庆·九滨路,1,1
229,1099,1099,1190,5234,好剧放映厅,2018年07月27日 11:59  来自 搜狗高速浏览器,fumare 无火香薰精油，劵后 . 元，家用房间空气清新剂，放 和卫生间 可以除异味,1,1
230,1104,1104,1195,5249,電磁騎士,2018年07月27日 02:34  来自 微博轻享版,当周围 人没有科学保护自己 观念 时候，保护好自己   虽然统计 准确，走势 没问题  悟空M  甲醛判定 错误主  空气中 TVOC 毕竟只 单价百元 传感器，其ZE -CH O传感器 比TGS 专业 多，当然价格 贵上  少，≤ 分钟 预热时间 小于 ≤ 秒 响应时间，分辨率≤ . ppm,1,1
231,1109,1109,1200,5259,我是一颗好萝卜_滚圆又雪白,2018年07月26日 19:16  来自 iPhone客户端,坐一天，感觉空调 没用   潮湿 空气让 总觉得自己一脸油 喜欢公交  晕车真     老命早上上班地铁坐反，下午下 地铁走错方向，  熟悉 线路，看来 动脑真 会迟钝 逛街走一天  累，上班坐一天沙发累   瘫， 每天  想，为什么 让 下午四点 下,1,-1
232,1116,1116,1207,5270,艾特夏威夷,2018年07月26日 12:49  来自 iPhone客户端,拉 个屎回来  空气净化器自动调到 最大   空气净化器精吧,1,1
233,1120,1120,1211,5281,简爱ShiTou,2018年07月26日 08:39  来自 iPhone客户端,静静 坐  ，听 音乐，感觉现 这  空气 让人觉得那么 沉重,1,-1
234,1122,1122,1213,5285,啊哩粒栗May,2018年07月26日 06:33  来自 iPhone,请问有谁见过  窗打开后把电风扇放窗台上朝外面吹这种操作 爹快热出翔 ，把电风扇转过来对 人吹，被头头强行转 回去，并解释 ，外面更热， 这样 为 把热空气吹走， 让它进来 末 还问一句， 觉得呢？  unlogis h!（胡 八道 ）于 人家 死心 拿 温度计去测室内室,1,-1
235,1132,1132,1223,5309,Coco_Jing靓,2018年07月25日 18:39  来自 iPhone 8 Plus（金色）,一出 热  头疼 ，这热 太难受 ，感觉空气  水分 被蒸干  上海·西藏南路,1,-1
236,1138,1138,1229,5357,天空之梣,2018年07月25日 12:27  来自 iPhone客户端,楼自带中央空调 情况下，以下   另备 三大宝物-移动空调器，空气循环机，电风扇，各个方向同时 对   人吹， 问 这个夏天ye ye,1,-1
237,1139,1139,1230,5360,新罗爱宝客免税店,2018年07月25日 12:00  来自 微博 weibo.com,灰尘 甲醛 异味，空气中飘浮 这些隐形垃圾 许  知 觉中侵害  身体哦~所以小爱宝 给大家安利一款非常好用 空气净化器——CLAIR 韩国原装进口，纤小 可爱 设计，便捷地将家庭    身边 每个角落变成空气清新 “ lair zone”~,1,-1
238,1142,1142,1233,5370,阻尼哇,2018年07月25日 01:16  来自 荣耀8青春版 颜值担当,西部计划 昨天到达服务地 罗甸第一中学这  环境，设施，空气，优秀极  学校建 山水湾，一段超级无敌长又陡 楼梯之后，便 正门 学生公寓有空调，教师 花花草草很雅致，最感动  ，主任竟然亲力亲为，搬 千斤重 巨大行李箱，上 五楼门口， ，好亲切,1,1
239,1148,1148,1239,5388,Stefanie_831,2018年07月24日 16:26  来自 iPhone客户端,下午晕晕乎乎 ，感觉胸闷气短， 外 户外花园坐坐，呼吸一下新鲜空气,1,-1
240,1150,1150,1241,5392,熊猫小缓,2018年07月24日 15:50  来自 三星 GALAXY Note8,老 有人抽烟，夏天开 空调 抽， 最讨厌二手烟 ，难闻，眼睛还熏得难受  买 个小米空气净化器放 ，抽烟 同事觉得有点尴尬，好像  和他们对 干， 讽刺  该买个大 把整个 一起净化 嘛 另外  抽烟 女同事  买小     本来 净化 坐 这一坨区域，大  买,1,-1
241,1151,1151,1242,5393,格丽雅家政公司,2018年07月24日 15:32  来自 微博 weibo.com,温度越高甲醛释放量越大 这  闹 玩 伴随 夏季高温到来，降温成为  们家庭生活 首 步骤，但 们更 能忽略  ——环境质量 高温可加快光化学反应速率，从而提高大气层有害气体 浓度，进一步伤害人体健康  高温区内，空气密度小，气压低，容易产生气旋式上升气流，使得周围各种废气和化学,1,-1
242,1152,1152,1243,5394,东北野生大青提,2018年07月24日 14:30  来自 朱一龙老婆iPhone X,° 空气， 即使坐  开 空调，摸到窗户 感觉 融化 温度,1,-1
243,1155,1155,1247,5410,L先生的时光机,2018年07月24日 09:06  来自 360安全浏览器,早晨，  空气，混杂 各种早餐 味道,1,1
244,1156,1156,1248,5412,懒羊羊真的爱吃素,2018年07月24日 08:27  来自 iPhone客户端,大Boss一   ，空气  弥漫 自由 气味,1,1
245,1158,1158,1250,5420,我永远都爱这様的我,2018年07月23日 19:53  来自 iPhone客户端,净化空气 重任 交给 们   逃离新,1,1
246,1160,1160,1252,5424,U_武嫣,2018年07月23日 16:56  来自 iPhone客户端,对新鲜空气 渴求达到 极限，全靠人工吸走甲醛  让人很忧桑， 以为  病 一周，原来连植物 变成 秋天  样子， 愿意开窗户 人类 他们 怎么  O 链接,1,-1
247,1171,1171,1263,5449,hellohello_大敏,2018年08月15日 09:53  来自 iPhone客户端,闻 被滚水烫得出晒油脂 咖啡，搭配上领导出差 工作天，即使下雨 觉得  空气  甜,1,1
248,1173,1173,1265,5452,肚肚小小猫,2018年08月15日 09:39  来自 iPhone客户端,兰州 天更蓝  大气更洁净  天上见到星星和 亮  人们对头上 天更满意  回想  前后，兰州白天 太阳 暗 ，晚上 天 黑 ，空气 有难闻 味道 ，对比现 怎么能 满意呢 为 兰州 蓝天， 们许多环保人晚上   度过 ，环保局长  一 间更多 晚上回  家，,1,1
249,1174,1174,1266,5453,乐了一个趣,2018年08月15日 09:17  来自 UC浏览器电脑版,装修 .选用绿色建材想 避免家中有过多 挥发性有机化合物，最好 原则当然 “预防胜于治疗”，最好 装修及选购家具前，  求装修人员或家具制造者使用 含挥发性有机化合物 材料 很多人 装修房子 时候，总喜欢讨价还价，想 怎样才能比较省钱，却没想过商家为 赚钱，会 会提供符合健康,1,1
250,1175,1175,1267,5454,妞我是你四大爷,2018年08月15日 08:26  来自 OPPO智能手机,一有男生，  觉得空气  臭 ，开空调 得开窗户,1,-1
251,1185,1185,1277,5477,琦fish,2018年08月14日 15:19  来自 360安全浏览器,每天 有无数次想发  常几个外来 大老爷们 等领导们，吸烟吸得咧同事悠悠走到他们面前 墙壁上 贴 一张“禁止吸烟” 标识语场面，有够尴尬  哈现  同事走到他们跟前“ 好， 空气流通  很好 麻烦可以请 们 克制一下吗”,1,-1
252,1195,1195,1288,5606,小小微壳儿,2018年08月13日 17:58  来自 iPhone客户端,知道  空气太差一上班 咳嗽得更厉害鼻子 更难受 喷嚏打得更多,1,-1
253,1198,1198,1291,5617,GM古玛空气家,2018年08月13日 14:31  来自 秒拍网页版,工作太累？头晕，胸闷？异味太重？ 时候关注  空气啦  LGM古玛空气家 秒拍视频,1,-1
254,1199,1199,1292,5620,爱看书的乌鸦呀,2018年08月13日 13:43  来自 OPPO智能手机,早上天花板从上面咣当掉下来，吓  大叫，原来 因为对面 房间没有关窗，空气压强 到 们,1,-1
255,1203,1203,1297,5631,168HelloWorld168,2018年08月13日 09:21  来自 iPhone客户端,公司刚装修好 到一周  ，没有一颗绿植，没有放置空气净化器，没有做过任何除甲醛处理，高层写字楼没有窗  为 阻止大家议论新  气味太重头疼嗓子痛 反应，找某公司出 这么一份报告   只能边呵呵边 ，对于那些昧 良心 话做事 人，   报，时候未到,1,-1
256,1205,1205,1299,5635,挂蚊帐会闷的Beryl,2018年08月13日 08:01  来自 猕猴桃的iPhone 8,空气有毒💣养 三颗吊兰 一盆豆瓣绿 一盆栀子花活下来 只有栀子花还  特地放到窗口捡回 一条命拒绝甲醛❌拒绝二手烟❌,1,-1
257,1214,1214,1309,5731,乾元真人6444559343,2018年08月11日 10:08  来自 360安全浏览器,人们大部分时间 室内度过 据有关部门监测，室内空气污染比室外更严重  一天时间分析，早晚尤甚；从超标幅度来看，平房污染最重，楼房次之， 最轻 室内空气污染 来源主 有六 （ ） 人 呼吸过程可使室内空气中氧含量减少，二氧化碳和水分含量增多 （ ） 人体皮肤 衣履 被褥及物,1,-1
258,1219,1219,1315,5739,加泰绿色生活馆,2018年08月10日 16:52  来自 搜狗高速浏览器,下午昏昏欲睡，一天 浊气充斥整个 ； 蕊风异味净化喷雾——如影随形 空气净化器，能快速吸附并消除异味，出差旅游携带更方便，国家检测机构认定可去除甲醛和苯，宠物和婴幼儿 可放心使用  L加泰绿色生活馆 秒拍视频,1,-1
259,1224,1224,1320,5755,白衣咸饭,2018年08月10日 09:26  来自 微博 weibo.com,医生   公司装修停车场，时 时刷油漆，从六 开始耍，因为  没有窗户，所以  通过新风系统将外界空气导进 ，因为停车场   旁边，所以将油漆味 倒进 ，严重 时候六 初 休假 家两个星期，后来回去上班，进  未闻到味道，六 到现 期间施工方偶尔 会偷偷,1,-1
260,1239,1239,1338,5820,Asm0809,2018年08月31日 18:21  来自 不是iPhone 7,单位   空气 实  服 一进  脸上 超级痒 痒到生活 能自理下班到家第一件事  洗澡搓脸敷面膜  罢工啦   脸 快毁,1,-1
261,1242,1242,1341,5827,乡非娘娘变成蝴蝶飞走了,2018年08月31日 15:23  来自 微博轻享版,们 哈刚刚领导 文件夹 突然一只蟑大哥，她一声尖叫， 们  小姐姐全部响应号召一起嗞儿哇嗞儿哇尖叫，只有唯一 男同志冷静地捏起文件夹duangduang把蟑大哥捶死然后用纸巾捏出去  尖叫声太高引得隔壁 全 过来围观（看戏）  充满 快活 空气,1,-1
262,1243,1243,1342,5828,Freakloverrr,2018年08月31日 15:03  来自 iPhone,和二手烟 共戴天，从 溜出来，卫生间 空气  觉得清新,1,-1
263,1257,1257,1359,5862,tobecontinuedxx,2018年08月30日 20:40  来自 iPhone客户端,买 个测空气  家   场馆内 测  目前看来 非搭建期， 空气质量优于家,1,-1
264,1260,1260,1362,5865,TST活酵母总代Super,2018年08月30日 20:11  来自 同步圈APP,上传  视频 ❤️来个二手烟 净化，够 够直观？ 们时刻  呼吸 ，有效净化一立方米 空气 很重 ‼️特别    ，再  担心二手烟 ，商场再  担心空气 好 ，公共场所再  用担心致病菌多   O 链接,1,-1
265,1262,1262,1364,5874,绿丹兰电器,2018年08月30日 16:54  来自 iPhone客户端,空气加湿器家用落地式静音客厅卧室 孕妇婴儿空调房净化增湿 O 链接,1,1
266,1267,1267,1369,5890,katehuang1016,2018年08月30日 11:56  来自 同步圈APP,上传  视频 ❤️来个二手烟 净化，够 够直观？. 们时刻  呼吸  可以 做任何事但  能 呼吸 ❤️TST空气净化器，像项链一样好看 有效净化一立方米 空气  再  担心二手烟 ，商场再  担心空气 好 ，公共场所再  用担心致病. O 链接,1,1
267,1276,1276,1379,5999,我是小粒粒呀,2018年08月29日 18:01  来自 iPhone客户端,被  空气闷坏 啦～ 出去玩儿,1,-1
268,1291,1291,1395,6035,Cute黏人的末末,2018年08月28日 16:04  来自 iPhone客户端,新添 盆绿箩，感觉空气清新许多今 贴纸打卡,1,1
269,1295,1295,1399,6044,袋袋家的小乖乖,2018年08月28日 09:51  来自 iPhone客户端,纪念一下， 搬家， 有五个大箱咂 拥挤 小过道满屋 空气清新剂和装修 味道,1,-1
270,1303,1303,1407,6061,Victoria微微哒,2018年08月27日 19:45  来自 iPhone客户端,空气流通很差，感冒病毒很强大😷， 俩二打一  🙋🏻‍♀️🙅🏻‍♀️🙋🏻‍♀️擦 一天鼻涕  ，🤧已成功中招倒下,1,-1
271,1310,1310,1416,6091,冒险家_富,2018年08月27日 09:19  来自 手机淘宝,新力佳空气净化器XK-B H家用除甲醛卧室 智能除烟除尘氧吧 O 链接,1,-1
272,1315,1315,1421,6109,念秋波,2018年08月26日 18:40  来自 iPhone客户端,滨河路绿道边，有小区污水未经处理直排滨河，对湖及周边空气造成严重污染，请有关部门引起重视  L念秋波 秒拍视频,1,-1
273,1327,1327,1433,6132,雨之神股,2018年08月25日 15:27  来自 iPhone客户端,下 一天 雨，  空气浑燥 堪，需 新鲜空气交换  无锡·惠山新城,1,-1
274,1330,1330,1436,6140,通通百_559,2018年08月25日 10:20  来自 360安全浏览器,重大新闻 家中有这几种东西 注意 ，全 白血病 根源 前 久新闻报道一小孩患上白血病，这真 天大 打击，后来 解到白血病 源头 甲醛中毒诱发，立马检测家中 空气质量，发现甲醛含量每立方达到 mg，远远超过国家规定 正常值，太可怕  家长很后悔，没有去除甲醛 过早搬进 新家,1,-1
275,1335,1335,1441,6155,惜鱿记,2018年08月24日 18:56  来自 荣耀9 美得有声有色,密封  使感冒菌和感冒病毒最易传播，  上班 人最好 习惯 一早来 打开窗户 一旦  有多人感冒 ，  少开空调，因为蜜蜂 缓解加上空气这么循环，病毒会快速蔓延，所以 及时进行空气流通和清理，并加强消毒和清洁 空调宝宝感冒，宝宝发烧，精准用药， 有小快克,1,-1
276,1343,1343,1450,6191,普陀仙阁符风水,2018年09月15日 12:21  来自 微博 weibo.com,住房各室功能为何需 划定 家居按功能划分区域，通常包括玄关 客厅 厨房 餐厅 卫生间 主卧室 第二卫生间 儿童房 书房 客卧室 阳台等 各个功能区 分割由玄关领衔，然后依次   玄关 刚一进门 位置叫做玄关 玄关 出入门户 过渡空间，起 转合 作用 玄关 作用 一 阻隔室外,1,1
277,1349,1349,1456,6207,lilyis1,2018年09月14日 23:05  来自 小米手机5,Day  装修污染 可小觑，提高防患珍爱健康 整个 楼层大面积 装修造成很大污染，同事带 口罩工作， 这没有戴口罩习惯 放 好几盆花 桌上 但 最近几天食欲 振，呼吸道 舒服肯定已经受荼毒  买 两个空气净化器，家  各放 ，找点心理安慰希望有效果吧 The de oration of larg,1,-1
278,1364,1364,1472,6264,吾所闻,2018年09月13日 19:01  来自 iPhone客户端,祈盼经营这一口儿 餐饮店能加装消烟装置 估摸 烧烤废烟 致癌毒性比烤熟 肉大   空气污染没地儿逃，这会儿自己吃肉，制造强污染烟熏损害无辜 人，文明么？有文化么？居家周末，对面邻居 巴掌大 院子 聚众烤，电风扇吹烟到邻居这一边；平 ， 楼下 开烤    反对吃烧烤，但  为邻,1,-1
279,1367,1367,1475,6269,刚子AI扯蛋,2018年09月13日 17:39  来自 微博 weibo.com,根据罗汉果凉茶 功效，以下 类人群特别需    经常吸烟 饮酒，需 洗肺 护肝 养胃和洗肠清宿便者   演员 教师 广播员 营业员等需保护发音器官者   深夜加班工作，容易上火 排毒能力减低者   长坐 ，呼吸 到室外新鲜空气影响肺部功能者   室外活动,1,1
280,1369,1369,1477,6275,酒酿等等等等,2018年09月13日 15:18  来自 小米6X 拍人更美,对于 聚众抽烟  只能 厕所空气真新鲜,1,-1
281,1370,1370,1478,6276,ybwRF,2018年09月13日 15:09  来自 iPhone客户端,事实证明公司 空气 有多差，整个人   晕倒  下午赶紧逃回家马上 好 ，顺便做 被 拖 很久才做然后基本 咋会 笔试哇，  通过  话那可真 奇迹,1,-1
282,1371,1371,1479,6285,MAO猫猫咪呢,2018年09月13日 09:45  来自 手机淘宝,桌面空气净化器迷 家用卧室内除烟味甲醛小型二手烟吸烟机 O 链接,1,-1
283,1379,1379,1488,6321,ShadowAndE是猫猫控,2018年09月12日 16:47  来自 前置双摄vivo X9sPlus,空气质量差得让人窒息 重庆·化龙桥,1,-1
284,1383,1383,1492,6335,中青社V,2018年09月12日 09:45  来自 vivo X21屏幕指纹手机,驻马店 三个县区因环境空气质量排名靠后受处罚      ， 驻马店市环境污染防治攻坚战领导小组 发出“关于对环境空气质量排名靠后县区进行处罚 报告”称，根据市领导关于蓝天碧水净土百 攻坚期间对空气质量周排名靠后县区予以经济处罚 有关 求，对周排名靠后 确山县 汝南县,1,-1
285,1387,1387,1496,6359,吖辛儿,2018年09月11日 22:16  来自 iPhone客户端,顾客 个上班族👩‍💼长期受二手烟困扰🚬这绝对  每个上班族 有 烦恼👩‍💼👨‍💼 每 必备👉🏻氧泡泡空气净化剂✅迅速捕捉甲醛异味，快速分解‼️把氧泡泡空气净化剂倒入加湿器，让 拥有森林 味道🌲 汕头·广厦新城 L吖辛儿  视频,1,1
286,1394,1394,1504,6440,Matsu_coi,2018年09月11日 17:05  来自 iPhone,降噪耳机到手   试用 两首歌之后取下耳机 突然发现原来  空调一直 响  原来  空气净化机一直 响  取下耳机 突然 可以注意到好多平时注意 到 声音 这一定 一场阴谋,1,-1
287,1397,1397,1507,6444,summer_慕言,2018年09月11日 16:05  来自 iPhone客户端,空气很难闻，怎么没人提出来呢,1,-1
288,1420,1420,1531,6503,你问我全世界是哪里最美-,2018年09月10日 09:15  来自 HUAWEI nova 3,怎么样能 有人抽烟  让空气好一点,1,-1
289,1438,1438,1550,6561,亿夏蛙,2018年09月30日 09:14  来自 360安全浏览器,杭州夏蛙环保 一家集研发 生产 营销 施工于一体 高新技术企业，提供室内空气检测，室内空气治理，室内空气净化，甲醛检测，甲醛治理，装修除味，装修污染检测，装修污染治理，光触媒除甲醛等专业服务   服务项目 室内空气检测家庭室内空气治理车内污染空气治理 场所空气治理公共场,1,1
290,1440,1440,1552,6563,花--路,2018年09月30日 08:42  来自 Samsung Galaxy S8+,每次和领导单独待  ，空气中 弥漫 一丝尴尬,1,-1
291,1442,1442,1554,6565,Atang1919,2018年09月30日 07:51  来自 360安全浏览器,感觉 对  空气过敏，一上班 头痛，嗓子 难受，喝口水 痛苦 快趁早晨这会儿还没有人来，开门开窗透口气吧,1,-1
292,1449,1449,1561,6581,剑侠却听雨,2018年09月29日 12:38  来自 小米6 拍人更美,空气到处弥漫 节后再  味道,1,-1
293,1453,1453,1565,6591,净先森室内好空气专家,2018年09月29日 08:45  来自 微博 weibo.com,一大早 能闻到刺鼻 排放味道，还好 人手一台空气净化器,1,-1
294,1457,1457,1569,6595,痛快游戏,2018年09月29日 00:03  来自 Cosmos微博客户端,坐 明显觉得空气变干燥  晚上加完班出写字楼一抬头，嗬，天朗气清，连 光 转为银白色 离秋天露面至少还得 多 ，但今夜已提前感觉到他 剑气 广州最舒适 一段 子又 来,1,-1
295,1459,1459,1571,6602,本仙女今天就要暴富,2018年09月28日 18:33  来自 HUAWEI P20,许主任 ，闻   空气 能令人发胖,1,-1
296,1468,1468,1580,6621,赵小赵nj,2018年09月28日 13:01  来自 iPhone客户端,早上  擦空气净化器，越擦越脏，于 拆开自己换滤网  然 真 被旁边男同事 一身火烤味儿熏到 行，空气瞬间好清爽,1,-1
297,1473,1473,1587,6640,好运伴我-天天都有好心情,2018年09月27日 22:33  来自 荣耀9 美得有声有色,只能安慰自己 天气干燥才会流鼻血 ，先观察几天，再这样  怀疑 环境造成  去 十一前 星期搬回刚装修完  ，整整吸 一  毒  通风， 搁 几盆绿色植物，还  绿化空气  一天正常上下班 至少 待十个小时，还隔三天两头加班 ， 这个空气 流通 地方，待上个十二三个小时 家,1,-1
298,1475,1475,1589,6642,且行且走的青春,2018年09月27日 22:18  来自 iPhone客户端,公司搬  ， 面味儿很大，高层建筑通风 便，但 呢安装 空气净化器 老妈让 辞职 成 ·华阳,1,-1
299,1484,1484,1598,6658,CoClean清蜓,2018年09月27日 16:34  来自 微博 weibo.com,否感觉到   胸闷，头疼乏力？那 因为 们所处 工作环境空气 流通，呼吸 空气 新鲜 而公司 空气净化器 只能净化机器周边 空气，这个时候为 舒适工作， 急需CoClean 随身空气净化器来保护  呼吸区啦～现 直到国庆期间购买优惠多多，还有惊喜小礼品呢O 链接,1,-1
300,1494,1494,1608,6697,面包树小疯子,2018年09月26日 22:51  来自 iPhone客户端,甲醛事件 进展 甲醛 事情领导 这样处理  早上拿到超标结果，马上联系 一家除醛公司来，安排这周六除甲醛  们周四周五 需 打卡，周六周  用上班（放国庆节原本需 上班）   国庆节后安排体检，每个 配空气净化器 但还 没告诉 们究竟甲醛超标多少， 们 求开职工大会通报 领,1,-1
301,1501,1501,1615,6725,快来快来咬一口,2018年09月26日 14:46  来自 iPhone客户端,上班 密闭 人又多，空气又差，脑袋 变重 ，精神萎靡 ，心情  好   苏州·狮山,1,1
302,1505,1505,1619,6730,Chan婷tt,2018年09月26日 13:34  来自 iPhone客户端,对  空气过敏，一坐下来  停打喷嚏流鼻水，天生 适宜上班么,1,-1
303,1514,1514,1628,6839,小V要浅浅的笑,2018年09月25日 18:16  来自 iPhone客户端,疯 ，这项目真 做 下去 ，网络慢到让人爆炸 云维打 开邮件收 到svn更新  微信发 出去 人挤人桌子上一点空间 没有 每天从椅子上起身必须 先把椅子从后面拖出去旁边根本没有空间 背后有人通行时必须 让起椅子 然别人过 去 更可怕  ，这么多人坐  大 没有窗户没有空调,1,-1
304,1515,1515,1630,6841,叽里咕噜的圆,2018年09月25日 17:46  来自 HUAWEI Mate 9,空气有毒吧？ 然怎么从进 那刻开始困到 现  天津,1,-1
305,1529,1529,1645,6898,张漂亮啊丶,2018年09月24日 14:52  来自 iPhone客户端,因为 长期开空调 开窗户，空气质量指数比厕所还低,1,-1
306,1534,1534,1650,6916,dabaitunaitang,2018年10月15日 18:28  来自 iPhone客户端,咳嗽 频率比 外面戴口罩高，     空气更完蛋,1,-1
307,1535,1535,1651,6917,冰美式没有咖啡,2018年10月15日 18:14  来自 三星android智能手机,搬到新 之后，空气依旧很差 而作为南方男子 元叔对空气 求依旧很高 念叨一下午 把原来  净化器“偷”过来    胡编乱造下，元叔决定走正规程序，于 向行政小姐姐提出需求，当行政小姐姐又给他拉  群介绍 另 同事处理这件事情时，元叔默默 念叨一句，“哎,1,-1
308,1536,1536,1652,6918,红糖麻酱糖饼,2018年10月15日 18:11  来自 iPhone客户端,室外 空气 多脏  自由    好闻,1,-1
309,1540,1540,1656,6927,Sakura钟,2018年10月15日 13:43  来自 iPhone客户端,Natures air sponge空气净化剂 美国专利配方，已经 美国工业化市场超过   历史，能够吸附中和空气中 各种有害气体 异味 烟雾 强力吸除而对身体无害，天然环保， 美国市场中唯一一款能够真正中和去除异味分子 空气净化剂 Nature＇sairSponge 空气净化剂 一种环保 安全产品，可以清除 家,1,1
310,1547,1547,1663,6949,紫晶妞妞,2018年10月15日 08:48  来自 iPhone 6s Plus,志高加湿器家用静音大容量 卧室空调空气净化小型迷 香薰机,1,1
311,1548,1548,1664,6952,一只小锦鲤的阿李,2018年10月15日 08:33  来自 小米8周年旗舰手机,喜欢掩饰 住，讨厌遮盖  ，有讨厌 人  ，空气质量 变差,1,-1
312,1549,1549,1665,6965,重塑资产价值,2018年10月15日 04:25  来自 手机淘宝,人气创意小型空气净化器 桌面香熏负离子杀菌除二手烟除甲醛 O 链接,1,1
313,1561,1561,1678,7084,小白大魔王-w-,2018年10月14日 11:27  来自 iPhone客户端,昨天 重新粉刷墙面，现 空气中飘散 一股浓郁 油漆味，同事已经被逼到这个天拿电风扇出来吹味道,1,-1
314,1568,1568,1685,7128,静净晶精,2018年10月13日 10:37  来自 iPhone客户端,坐 阴面   瑟瑟发抖全身上下每一处细胞 缩  一起阳面 呢 仿佛已经来 暖气暖暖 空气围绕  此刻    想走 怎么越 越像卖火柴 小女孩,1,-1
315,1575,1575,1693,7162,四壁如雪,2018年10月12日 13:37  来自 iPhone客户端,换  ，从小 换到大 ，小 人少空气流通，大 人多空气薄，  这点好处，自搬过来  这儿坐 大半  ，领导 移 主 ，原来 领导豁达且没架孑大家到 过 舒服，现  领导太过于功利且架子大，虽然觉现  位置好，但毕竟气氛 一样,1,-1
316,1576,1576,1694,7165,叫不醒的人类,2018年10月12日 11:16  来自 iPhone客户端,外  几棵大桂花树，空气   甜甜 丹桂香，这几 吃糖 少 很多，因为太甜 吖,1,1
