,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
309,851,851,1116,DJ大姜,2019年02月28日 17:53  来自 iPhone客户端,感觉   热中暑 ，这空调 太热 ， 出汗,1,-1
310,854,854,1120,energeticWQ,2019年02月28日 16:15  来自 iPhone客户端,咋地呀，  空调开这么大， 想让人睡觉 ，鼻子 快干出血 ，咔咔,1,-1
311,858,858,1125,梦觉雪水煎茶,2019年02月28日 12:35  来自 🧣❄️iPhone客户端,图书馆太冷   学校还有 冷 地吗除  开空调,1,-1
312,859,859,1127,韩小韩Tsuki,2019年02月28日 10:51  来自 柔光自拍vivo X7,刚调来 老师  能适应只有中央空调  ，总 和 一起同步搓手终于有跟 一样怕冷  蓝过  ， 把小太阳让给 他领导最大,1,-1
313,860,860,1128,婕劉劉,2019年02月28日 10:16  来自 iPhone客户端,春天 ， 还天天开起空调,1,1
314,861,861,1130,给小猴梳毛,2019年02月28日 09:58  来自 iPhone客户端,开空调 太冷 吧 瑟瑟发抖,1,-1
315,862,862,1131,一颗小韭菜0,2019年02月28日 09:22  来自 iPhone客户端,扛住 美丽动人 下雪天 却没有扛住没有空调 新  穿秋裤,1,-1
316,863,863,1132,岁月静好57000,2019年02月28日 09:18  来自 iPhone 8,开 空调  抽烟 人素质太差,1,-1
317,865,865,1136,王艺78175,2019年02月28日 00:58  来自 HUAWEI Mate 10,学校 空调 真 好盼望海南海口琼台师范学院桂林洋校区 宿舍能安装空调，原因很简单海南天还 有点热 还有校领导和教职员工只 工作时间待一会   安装 空调为什么小盆友睡觉 地方 安装空调？,1,-1
318,867,867,1140,批烈娇娃,2019年02月27日 22:57,脸烂到完全无法摘口罩，每天循环呼吸二氧化碳特别 坐  空调开 每天下班  飘回去  大概 恢复  吧,1,-1
319,868,868,1141,嗯呢风也温柔,2019年02月27日 22:51  来自 华为 P8max,穿 五件衣服幸好 开空调同事 真看 出来最多 三件,1,1
320,872,872,1145,def_蓝莓汁,2019年02月27日 21:20  来自 iPhone SE,没开空调   加班冷  冷die 直直 出片给奶 一口还可以再搬   砖,1,-1
321,880,880,1153,不吃肉的机车手,2019年02月27日 17:07  来自 荣耀Play 让快更快,好无聊，大家一出差  好清闲，好无趣，空调把人热  想坐  好想出去玩 ，浪,1,-1
322,882,882,1155,旺仔你个西兰花,2019年02月27日 16:33  来自 傲娇旺仔的Android,一点  想  有多惨~一早起晚 ，一想计划中 没事， 挪远  多米，想试试百度地图给   新路线，然后  堵车 ，堵 半个多小时，到  点半 ，新  区没通水， 用  / 包湿巾擦出来一点地放下电脑，然后找 到空调遥控器，差一点点冻死   时想起来可以用手机 智,1,-1
323,884,884,1157,林汐-candice,2019年02月27日 16:05  来自 iPhone客户端,到底为什么会有人  这种密闭空间吃卫龙   现 混 空调快憋吐,1,-1
324,885,885,1160,给你扎小啾啾呀,2019年02月27日 15:32  来自 前置双摄vivo X9s,有个男老师，一开空调  他 味儿，受  ， 敢呼吸,1,-1
325,886,886,1161,山水之间-sd,2019年02月27日 15:13  来自 微博 weibo.com,一株元宝树，从入冬 开始落叶，以为 对 空调出风口 原因，挪到 门厅，还 落，后来秃 一半 上网 后，推测 缺少光照 又拖到光线最足 窗子旁边，按时浇水挽救它  仔细看 看，已经有多处冒出 新芽 照顾老母亲半 多以后，好友 找到 工作，    开始新生活 本来应该,1,1
326,893,893,1174,小能维NI787_,2019年02月27日 12:09  来自 iPhone XS Max,最近开始看房子突然想起来去 暑假 北京租 房子整栋断电和前台小姐姐稍微熟一点   去物业 呆  顺便蹭蹭空调老板来 看见  小姐姐 座位上坐  和     这儿工作吧   开 行吗哈    还上学呢现 想想挺好    用工作 整天往那一坐没事儿还能出去,1,-1
327,897,897,1178,董婉儿,2019年02月27日 10:30  来自 HUAWEI Mate 20 Pro,空调温度 度  光荣 被冻感冒  一天  好冷好晕 状态 nippi胶原蛋白还 继续喝起来,1,-1
328,898,898,1179,orislalaland,2019年02月27日 10:22  来自 HUAWEI P20,为什么大冬天  开 空调  吹风扇,1,-1
329,900,900,1181,Ash-ville,2019年02月27日 09:43  来自 华为手机,呢   空调怎么越开越冷 原来 开 制冷 还特么  度,1,-1
330,903,903,1184,一灵致远,2019年02月27日 08:08  来自 HUAWEI Mate 10 Pro,大地回暖 ，昨晚睡觉没开空调 ，开 闷热睡    今早 门窗 可以开  觉得冷 ，嗯， 错,1,-1
331,911,911,1194,落叶飘飘顺风扬,2019年02月26日 20:18  来自 荣耀9 美得有声有色,希望 能换个小一点  ，大  空调实  有点难受 温度高，风大，吹得 ，喉咙痛，又上火,1,-1
332,918,918,1201,肉肉川川,2019年02月26日 16:55  来自 iPhone客户端,下午更觉得闷   真  好闷  外面出太阳 没有窗 没有风 虽然开 空调 可还 觉得热 一上班 觉得头晕头痛,1,-1
333,921,921,1204,来无影去无踪的旋风小飞侠,2019年02月26日 15:24  来自 坚果手机 Pro 2,被  空调吹 脑壳 冒烟,1,-1
334,923,923,1206,Killiann,2019年02月26日 15:00  来自 iPhone 8 Plus,空调经常自动切换成制冷,1,-1
335,924,924,1207,姓尤的优优,2019年02月26日 14:54  来自 同步圈APP,🍀蜜瓜好评➕一群美女午休醒   吃瓜空调太干燥，睡醒 口干舌燥来个蜜瓜呀  仅水分多，而且超甜，皮还薄，  肉 吃完 弥漫   瓜香,1,1
336,925,925,1208,一路不婷wtt,2019年02月26日 14:51  来自 捡来的iPhone客户端,外面上个厕所 清醒，公司空调太暖和 ，一坐到  困，有魔咒,1,1
337,926,926,1209,毛驴穿着小毛衣_,2019年02月26日 14:16  来自 下水道捡的iPhone 8,这些老师们  从赤道来 吧  wo 感觉 空调得开到 度  直接穿 短袖还一身汗  又闷又热这咋干活  一天天,1,-1
338,929,929,1213,不想说话的达布妞,2019年02月26日 12:45  来自 iPhone客户端,空调开成二十八度穿 棉服 嫌冷 怕  只熊瞎子哦,1,-1
339,939,939,1224,颖jane5,2019年02月26日 05:13  来自 iPhone客户端,被  空调冷哭   斐济·苏瓦,1,-1
340,941,941,1227,酸奶芋泥啵啵大杯加啵啵,2019年02月25日 23:07  来自 微博轻享版,GL   有空调有暖气， 们 没有    们 有三个烘箱   打开,1,1
341,946,946,1233,温哥华房地产楼盘网,2019年02月25日 20:57  来自 微博 weibo.com,西边家庭住宅  地理位置优越，位于Musqueam公园，毗邻Shaughnessy高尔夫球场和海滩  靠近UBC，Crofton，公立学校，Dunbar和Kerrisdale购物区，餐厅和太平洋精神公园  维护良好 宽敞简易别墅设有地下室  更新包括屋顶，加热空调系统，管道和电气  主层有 间卧,1,1
342,949,949,1236,丿你已曾往事,2019年02月25日 19:14  来自 iPhone 7 Plus(脑残粉),过 来第一次加班 开 空调 冷 即将 被冻死,1,-1
343,951,951,1238,打铁匠人台师傅,2019年02月25日 17:48  来自 杀人🤬iPhone客户端,空调总吹冷风 老板怕 们冷买 油汀放 背后 结果越烤越困 一整天  犯困 即使这样   还 完成  张表 真 优秀滴员工  s好棒,1,-1
344,953,953,1241,小猫日记xiu,2019年02月25日 17:24  来自 iPhone客户端,空调彻底坏  只能安慰自己 冻冻更健康 省  这个病秧子 身体老生病目前 身体快好起来🙏,1,-1
345,954,954,1243,啦啦啦没人认识我了吧,2019年02月25日 16:06  来自 iPhone客户端,什么天气 ， 还开 空调，热乎乎 想睡觉,1,-1
346,958,958,1248,九秤金,2019年02月25日 15:16  来自 微博 weibo.com,点评一下 们  空调 旱 旱死涝 涝死,1,-1
347,960,960,1252,乔小妞爱睡觉,2019年02月25日 14:50  来自 iPhone客户端,人待    舍得开空调还好有☀️,1,-1
348,961,961,1255,半畝花田半畝塘,2019年02月25日 14:43  来自 有🎧孔的iPhone 6s,温度回升太快，跟股票一样疯长， 热得该开空调制冷   焦作·王府井,1,-1
349,962,962,1256,只是一个看客路过这儿,2019年02月25日 14:24  来自 荣耀V9 我想要的快,以为 来拥抱温暖 谁知道 快被  空调冻死,1,-1
350,963,963,1257,剁手吧欧巴,2019年02月25日 14:19  来自 微博视频号,JJ GIZUNA 复古格子衬衫 春秋可以直接穿，夏天出门可以当防晒衣， 空调比较冷 宝宝可以放 穿O 链接,1,1
351,969,969,1265,h3535353,2019年02月25日 11:48  来自 微博 HTML5 版,上午工作状态怎么这么好原来  空调忘开,1,1
352,970,970,1266,飞猫阿太斯特,2019年02月25日 11:06  来自 iPhone客户端,天冷， 空调跟 冷；天热， 空调跟 热 real 优秀,1,-1
353,971,971,1267,hi昕昕昕,2019年02月25日 11:02  来自 HUAWEI Mate 20 Pro,早上空调坏   简直  个冰窖，脚冰冰凉😖,1,-1
354,973,973,1269,柳树湾湾花灿灿,2019年02月25日 10:28  来自 iPhone客户端,为啥  个男同事，比 这个刚生娃 妈妈还怕冷 这一天天 呆 感觉被闷坏  窗户紧闭，暖气超高 趁他们开会关 一会儿空调，他们回  冷嗖嗖，立刻开暖气  ？好热,1,-1
355,974,974,1270,一沉君,2019年02月25日 10:27  来自 iPhone客户端,司员工福利取消以后，似乎连  空调温度 变低,1,-1
356,975,975,1271,红汏頭,2019年02月25日 09:56  来自 iPhone客户端,看 温度 错脱掉羽绒服换 大衣外套，恰逢 空调 给力，冻得哆哆嗦嗦回寝抱 小太阳烤 好一会才还 阳  妈老  光棍耍单爱漂亮，抵 过这春天将来未来,1,-1
357,979,979,1277,用户61303991,2019年02月24日 22:13  来自 iPhone客户端,出来忘 关  空调 ，真 罪过 只关 灯，做事做一半，浪费 公共资源，真  应该 下次一定 记得哦,1,-1
358,982,982,1280,蹄der,2019年02月24日 13:52  来自 AI实力派 vivo Z1,此刻     人 这个破空调一惊一乍  好吓人喔,1,-1
359,984,984,1282,板栗苏,2019年02月24日 11:36  来自 iPhone客户端,有个 个  孕妇， 开空调很闷 难受，  没开空调  觉得好冷 越坐越冷,1,-1
360,987,987,1285,C-Tiiiing,2019年02月24日 10:02  来自 iPhone客户端,必须发个 表扬一下贴心小姐姐，早上帮 把 空调打开还帮 带 暖心早餐,1,1
361,990,990,1288,Nana呀-,2019年02月23日 22:37  来自 景向谁依超话,景向谁依   公司加班，隔壁 空调掉 下来 魂儿 吓掉 ，真  彪 半天脏话 还好被 景 直播安抚  哭唧唧 大概四五 没粉过谁 ，五 南京请一定 让 有空  今 可以让  红豆守护总榜拥有姓名吗  刚交完装修款 孩纸 哀嚎,1,-1
362,992,992,1290,做咸鱼是会被猫吃掉的,2019年02月23日 22:02  来自 HUAWEI Mate 9,以前   热空调 只 感觉空气 流通，呼吸有点 舒服现 ，热空调+小 +空调风有一部分对 吹=只待 三小时，热空调过敏眼周那 皮肤好粗糙呀，又红又痒以后可能 记得带喷雾出门,1,-1
363,993,993,1291,x渡边麻圆,2019年02月23日 21:36  来自 iPhone客户端,这几天  吹空调干  昨晚上做梦  撕嘴巴皮🙃,1,-1
364,995,995,1295,西当太白没人道,2019年02月23日 12:32  来自 iPhone客户端,一部Ma +绿女咖啡几乎 所有加班网拍 标准照 ，毕竟披头散发桌上堆 烟头与外卖袋 场景没人想拍 随即想到，以前  晚上很多蚊子，空调打 很低，哆哆嗦嗦 加班 晒 太阳，时间 温柔一点,1,-1
365,997,997,1297,唐不粒卜o_xsy,2019年02月23日 10:08  来自 iPhone客户端,这个 冷得打颤颤 三人共用 准开空调 总经理一人间 空调开得大到进去可以脱外套 来姨妈一天从早到晚抱个暖手袋 手和脚 没热和过,1,-1
366,999,999,1299,Araric7,2019年02月23日 02:11  来自 iPhone客户端,热空调吹  每时每刻  困,1,-1
367,1006,1006,1307,在喝四号线西北风,2019年02月22日 16:22  来自 iPhone客户端,空调一下雪 挂霜，比 还先罢工，那请问 您何用,1,-1
368,1008,1008,1309,莫七里八里-,2019年02月22日 14:29  来自 微博 weibo.com,为什么这种天气 喜欢开空调 又热又闷还 透气天天中午睡 之后头晕  死还 缓好久才能完全清醒真 服 这些人,1,-1
369,1011,1011,1314,隔壁大姐123,2019年02月21日 23:02  来自 Android,mark  差点叫    知道   因为 太闷热，空调加两只暖气风机 正瘫 椅子上睡觉歇息，一阵恶心耳鸣发冷冒汗视力模糊脸惨白晕倒  呼叫 好几次才 把 唤醒幸好有同事  幸好  坐  差点准备叫车后来开 窗户关 暖气 人缓 过来吓死   宝先森   大胖花生看看结实 实,1,-1
370,1018,1018,1321,飞绫仙子,2019年02月21日 16:27  来自 疾速双摄 魅蓝 Note6,每次看到一些美妆博主 底妆实测，  想 ，为什么没有 博主 待 空调房 ，对 电脑十小时 测评呀，这种才 最真实有效  像 ，待 外面一天和待  一天，最后 底妆效果 完全 一样   用过很多底妆产品，但真 很难有产品让 对 电脑十小时以后，底妆 脱妆， 浮粉， 暗沉  所,1,1
371,1031,1031,1336,脆脆脆饺几,2019年02月20日 12:55  来自 Android,为 响应国家节能减排整栋楼  们这层黑灯瞎火 ，有次电梯停 其他楼被他们走廊灯亮瞎 好吧， 们这层  们一间 ，其他  空 小会议室 大会议室 老板 数间（大小 一样 瞅   用来开会，因为老板来    其他楼   ）来 们这层 大小  总，大家对此表示满,1,-1
372,1032,1032,1337,梅飨煮艺,2019年02月20日 12:13  来自 HUAWEI Mate 9,间空调一开始  坏 ，原来并 知道 之前坐外间，无需开 间空调  前调整 布局，搬到 间，一开，才知道 声音巨响 ，像萧 啸音，只 开几分钟， 脑壳暴疼 报修， 没配件，  后  后上班，又提，迟迟 来维修， 只好天天全副武装上班  实 忍无可忍，再次报修 维修人员,1,-1
373,1037,1037,1342,麵小公主,2019年02月19日 19:47  来自 OPPO R9s,虽然 礼拜二，但  觉得 已经上 五天班 特别累特别累特别累，每天除 备课上课  拍照P图天特别冷，空调  们超大  中起 到任何作用，取暖基本靠抖， 赏花灯 时候孙yp来找 玩，以前初中同学，看 她带 一群小朋友， 搭 肩膀，蹦蹦跳跳 ，铃铛🔔一响，小朋友跟,1,-1
374,1039,1039,1345,奇迹隆影,2019年02月19日 15:47  来自 HUAWEI P20 Pro,开学 又回到这个 没有空调还 能烤火，寝室经常停电 学校 昨晚回学校 ，电倒 有，变成没有水  天天  洗头洗澡 人，昨晚吃 麻辣烫还没洗  上午又去收学费，这么冷 天气，又没有数钞机，数 将近七万块，手 冻麻 下午没,1,-1
375,1041,1041,1348,爱撒娇的肉肉,2019年02月18日 22:43  来自 HUAWEI nova 3,记得  ，正盛夏 项目启动前 玻璃临展厅，每天 酷暑高温下 像  热蒸笼，反而觉得 太阳下  凉快 ，现 ，正严寒 新项目售楼处改造，没有空调，没有暖气， 电钻砸墙外加一片雾蒙蒙（灰尘）到处冰冰凉，晚上到家还发现脚起 冻疮 什么让老阿姨 房地产一路坚持到现,1,-1
376,1044,1044,1351,一只嘟嘟晚,2019年02月18日 16:49  来自 iPhone客户端,光 十七岁这个 纪 足够浪漫夏天教室超级热  只有电风扇呼呼 吹  下课偷偷跑到老师  面吹一会空调 多浪漫十分钟 有点短  过脸皮厚  怕 慢悠 走到小商店买两瓶冰镇 酸奶 到教室喝  多浪漫想和喜欢 人表白 把他约下楼去学校没人走 小道上 让他闭上眼睛,1,-1
377,1048,1048,1358,o熊喵宝宝o,2019年02月18日 08:34  来自 前置双摄vivo X9Plus,好冷 ~已经有个把   这种阴雨连绵下雪天 冷，据天气预报显示接下来   还 雨水天气  对于那些户外劳作 人来 ， 克服 困难更多，比如建筑工人只能抢晴天战雨天，快递小哥只能冒严寒战风雨 相比之下，对于 们这种坐    人，影响还 较小 ，冷起来可以烤火吹空调把各种取暖器,1,-1
378,1056,1056,1370,兰鄞,2019年02月16日 18:50  来自 微博轻享版,最近出 事真让 觉得 们那个透明小学校还算好   大学四 ，对 们学校记忆最深  两点，一 老师跑得快，二  布置作业 算 ，作业一旦布置下去 算放水 放  多少，整体来 还 负责  所谓老师跑得快，  如果这位老师管 严，那 踩 点来踩 点走，如果到 下课没讲完，那 讲,1,-1
379,1057,1057,1371,今天君君吃蔬菜了吗,2019年02月16日 18:49  来自 vivo手机,经常觉得有两个 ，  坐 对 电脑吹空调 外贸白领，一周五天班， 受周末假期，人生 没有周六；  下工厂干苦力一天到晚腰酸背痛还 写报告 车间女工，人生 只有周六 周六复周六，周六何其多   车间干活，听见别 女工讨论坐  人多么悠闲 空调吹 ，零食吃 ，没事还,1,-1
380,1062,1062,1378,uuuYu,2019年03月15日 22:53  来自 iPhone客户端,为什么又感冒 😷自从 换 座位之后没健康过几天空调  头上吹,1,-1
381,1072,1072,1390,埃菲尔铁塔下的红色高跟鞋,2019年03月15日 15:22  来自 前后2000万 OPPO R11s,万达广场这个季节 大东北  给空调 ，上班  比外面 冷，恨 得披个电热毯，同事客户坐 一小时全冻感冒😢 给解决解决吧 沈阳·北一路万达,1,-1
382,1075,1075,1393,哈你挡着我发光了,2019年03月15日 13:37  来自 HUAWEI P20,阔能 智商出 问题 冷得披毯子盖大衣  没人想起来开空调,1,-1
383,1076,1076,1395,Frost-__,2019年03月15日 11:11  来自 奶香香iPhone X,这个天 双面羊绒大衣 面还加 两件西装   开 空调还觉得冷 人可能 多  可能算  明天还 继续穿羽绒服吧,1,-1
384,1079,1079,1399,M慧MJH,2019年03月15日 10:27  来自 HUAWEI P20,虽然天气好  但还 低估 没有空调 又前后窜风 太阳还晒 到   穿个大衣一股子 凉意 冷  明天还 乖乖穿  羽绒服吧,1,-1
385,1081,1081,1401,啃酱鸭腿的星星,2019年03月15日 09:02  来自 HUAWEI P20 Pro,为什么  开空调  小金冷 瑟瑟发抖,1,-1
386,1084,1084,1404,柯小妹儿,2019年03月15日 07:29  来自 iPhone客户端,昨天   加班开空调 因为冷,1,-1
387,1086,1086,1406,陈妍希3520,2019年03月15日 05:32  来自 红米Redmi,搬来新 ，新环境，没有想到新宿舍空调竟然 热 ，让人无法睡觉😴,1,-1
388,1087,1087,1407,知了小哥,2019年03月15日 03:32  来自 iPhone 6s,.  写字楼，某一 赚钱买 ， 平方 样子，她  平，有中央空调，重庆，夏天热，她舍 得开空调，所以到       主任，负责法律，行政，人事，建设手续，合同等事情（ 做除 销售财务之外 所有事情），截止 手 还有有 个案子（之前有 多个）， 薪,1,-1
389,1090,1090,1410,柠檬朱丽叶塔,2019年03月14日 22:59  来自 iPhone客户端,用风吹 晒 有空调    体面,1,-1
390,1099,1099,1419,用户824382326459,2019年03月14日 16:07  来自 iPhone 8 Plus,被 最高温度十八度欺骗 小姜，褪 棉服外套单穿 毛衣 没有空调  冷成傻🐶，同事小姐姐 小毯毯拯救   命（虽然还 冷 -(,1,-1
391,1100,1100,1420,筱__然,2019年03月14日 15:41  来自 微博轻享版,中 ，冻    开空调,1,-1
392,1103,1103,1424,Ineschoco要像少年一样活着,2019年03月14日 14:48  来自 索尼Xperia™ XZs,怎么能这么干燥 ，这么干燥这么热 还 开空调制暖， 觉得自己现   丝瓜络,1,-1
393,1106,1106,1427,顺德创意产业园,2019年03月14日 11:39  来自 360安全浏览器,限量推出拎包入驻  装修 空调， 座椅为 全部配齐,1,1
394,1108,1108,1429,熙安蕙瑶,2019年03月14日 10:56  来自 OPPO R9s,下雨 天气潮湿闷热封闭 窗户没有透气，连空调 没得开招聘 函证 询价    叔叔阿姨们各种电话声充斥耳膜楼道 维修 电机声叽  轰隆隆  呜  救救孩子吧还有一大摞底稿 折磨 表示离崩溃 差这么一点点 👌,1,-1
395,1110,1110,1431,我是要成为海贼王的小玉儿,2019年03月14日 10:35  来自 荣耀V10 我AI的快,想看看文献，做做PPT，可 冷得 一直流鼻涕还 如出来晒太阳呢，其他人 怎么 没有空调又晒 到太阳 屋子 过冬,1,-1
396,1111,1111,1433,我是阿菜_菜菜啊,2019年03月14日 09:07  来自 Samsung Galaxy S8+,项目断电 没法开空调，然后 穿 还 多， 姐姐问 冷吗，   冷 可 有些人嘴上  冷，其实 冻出来鸡皮疙瘩,1,-1
397,1112,1112,1434,千万离我远点,2019年03月14日 08:45  来自 iPhone 7 Plus,早上 老师  无数遍昨天空调开温度太高被批 事   冻感冒 暖和点 行吗,1,-1
398,1113,1113,1435,桃小呆咩,2019年03月14日 04:53  来自 微博 weibo.com,空调有毒 wtf  外面二十来度， 面 调 超低，现  穿 两层外套瑟瑟发抖，然后昨天 度，空调又开得高， 还得把小电扇拿出来吹  巨毒,1,-1
399,1115,1115,1437,脸红村发考题,2019年03月14日 00:02  来自 微博 weibo.com,一进 ，听到暖气出风口 轰鸣  真  感激涕零  从上学期刚开学 报修 空调/暖气， 经过半  漫长等待之后， 纽约 冬天终于过去 时候，看起来终于修好   并 知道这 怎么修好   只知道， 打 无数电话，来 人，却越修越糟糕，导致 只好 来  然后系头去找维护团队，没,1,1
400,1121,1121,1444,____kuma,2019年03月13日 18:23  来自 微博 weibo.com,好热， 真 好热， 真 怀疑空调没有用,1,-1
401,1125,1125,1449,甜滴像糖,2019年03月13日 16:25  来自 iPhone客户端,终于体会到什么叫做  空调  钱 ，室外 ℃，某人非 让把空调打开，开到 ℃,1,1
402,1126,1126,1450,你皮鸽鸽,2019年03月13日 15:18  来自 iPhone客户端,太热  关掉   空调,1,-1
403,1128,1128,1452,阿宅胖头鱼,2019年03月13日 13:49  来自 微博轻享版,太热  本来温度 高，还开空调，周围还这么多设备，热死个人,1,-1
404,1131,1131,1456,言加吾是语吖,2019年03月13日 10:55  来自 HUAWEI Mate 10 Pro,停 空调  真 有点冷╯﹏╰ 南京·万达广场(南京建邺店),1,-1
405,1135,1135,1461,屁话三千一,2019年03月13日 09:04  来自 iPhone客户端,最近天气这么热  还 开空调  累,1,1
406,1143,1143,1471,暖不暖得透菇,2019年03月12日 19:06  来自  iPhone X,没有穿羽绒服， 没有穿毛毛鞋，  没有开空调 回家遛狗第一件事换上毛毛鞋，真  毛毛鞋太舒服 😌,1,1
407,1144,1144,1473,Bao_哈哈,2019年03月12日 18:33  来自 iPhone客户端,朝北没太阳，空调只出冷风， 们屋可能比户外还冷,1,-1
408,1145,1145,1474,哟哟-煎饼果子,2019年03月12日 17:44  来自 iPhone客户端,这边作息八点上班 五点一十五下班 中午一点吃饭 真实有些 习惯 被  空调冻成狗 晚上 人吃饭  相当尴尬 马来西亚·槟城,1,-1
409,1147,1147,1477,是六幺阿,2019年03月12日 15:15  来自 荣耀V10 我AI的快,有个小姐姐进来玩，  们 空调温度开 太高 然后大叔突然 高点好，看  一眼 ，小姑娘感冒 其实 早上同学进 接水 时候 跟她聊天 时候  一句，大叔 记住 这  人真  爆好,1,-1
410,1148,1148,1478,笨娃娃爱帅锅,2019年03月12日 14:55  来自 荣耀10 AI变色更潮美,好冷，嗓子还疼，姨妈又快驾到 ，真  整个人 很 好当 男性居多时，他们 认为室内温度正好， 需 开空调，可  真 好冷 ，好气人,1,-1
411,1156,1156,1490,-HeJie-,2019年03月12日 10:02  来自 iPhone客户端,穿 五件 开 空调   冷 好冷.,1,-1
412,1157,1157,1491,Pauline-Shen,2019年03月11日 22:46,有强迫症，每天下班 会怀疑 空调没关，所以下班前  拍张照片，现   手机 已经有很多很多张空调 照片,1,1
413,1168,1168,1504,执此执心,2019年03月11日 14:36  来自 OPPO随光而变R17,封闭 空间开 空调领导们 谈事情抽颗烟 整个房间充斥 一股烟味感觉自己衣服上  烟味,1,-1
414,1170,1170,1506,朝思暮翔2013,2019年03月11日 14:11  来自 HUAWEI Mate 20,这小天，早晚凉，中午热，外面热， 凉  开空调冷，开 空调热，到底如何 好,1,-1
415,1171,1171,1507,Danielastrawberry,2019年03月11日 14:09,暖气快煮熟  想念以前那个楼 空调,1,-1
416,1174,1174,1510,草字头推iD,2019年03月11日 13:36  来自 Windows 10,空调总能精准地开到“穿上热 脱 冷” 这么 非常巧妙 温度 绝,1,1
417,1175,1175,1511,省钱公主,2019年03月11日 13:09  来自 微博 weibo.com,飞科家用加湿器静音大容量卧室 空调空气净化小型迷 加湿器 . go O 链接[哆啦A梦汗],1,-1
418,1177,1177,1514,Krystal柒柒,2019年03月11日 10:05  来自 iPhone客户端,这个温度. 只有   奇葩 还开 热空调吧.,1,-1
419,1178,1178,1515,小盒子的生活记录,2019年03月11日 09:50  来自 iPhone客户端,男老师开始抱怨 ， 们冷 时候 可以开空调， 们冷 时候连吭  敢吭 反正   冷，早上迷迷瞪瞪 起来穿 个大棉袄来上班,1,-1
420,1180,1180,1517,鲨狗zen全价,2019年03月11日 09:35  来自 喵喵子的Android,外面又 冷，  热空调开 仿佛外面零下一样还全穿 厚毛衣吹 热死人 空调，有毒吗,1,-1
421,1181,1181,1518,睡眠糖分兼备,2019年03月11日 09:23  来自 iPhone客户端,偷   遥控器开 实验室 空调 真有出息,1,1
422,1182,1182,1519,千宝_Yee,2019年03月11日 09:09  来自 前置双摄vivo X9,这个温度， 居然开 空调，制冷 有 人真  有病,1,-1
423,1183,1183,1521,猪猪神功屁puff,2019年03月11日 08:45  来自 iPhone客户端,周一 最忙碌 一天，空调还罢工 ， 冷冻脚（₍₍ ᕕ⍢⃝ᕗ⁾⁾  奔跑（₍₍ ᕕ⍢⃝ᕗ⁾⁾奔跑使 温暖（₍₍ ᕕ⍢⃝ᕗ⁾⁾,1,-1
424,1184,1184,1522,阿诺阿言和阿妈,2019年03月11日 08:40  来自 iPhone客户端,穿高领毛衣 少女一大早进  发现同事把三个中央空调 开 简直崩溃,1,-1
425,1189,1189,1528,娜塔莉亚本莉,2019年03月10日 14:37  来自 尔玉木南iPhone 6s Plus(Rose Gold),真  能更惨  人加班 结果停电  没热水没空调  呆 两个小时 得 去车间 时候发现停电  电梯当然没电咯 然后爬楼梯下楼看到管理部长跟他讲 他竟然笑超爽朗“哈哈 没人告诉 吗”    还跟 讲这一片 停电 结果 到 车间 有电  这一片指整个左半片哦？停电还能这样停？,1,-1
426,1195,1195,1537,two图xi,2019年03月10日 08:08  来自 iPhone客户端,隔 两天回到 才发现 . 公司送 小花花，可惜放 空调吹  地方已经枯  成样子 ，希望剩下 几朵插 水 可以拯救一下下,1,-1
427,1197,1197,1539,栎栎栎栎栎智,2019年03月09日 23:31  来自 华为手机 畅享玩不停,片区经理和 主任来视察工作 当时网点所主任 做操，健姐 吃米粉， 和师傅 现金区讨论人生 由于那个经理穿 过于休闲，一来网点   们空调漏水，  问所主任他 修空调 吗保安大哥又叫比他小十几岁  主任为姐 们这 个什么神仙网点？,1,-1
428,1198,1198,1540,2015我自飘零久,2019年03月09日 20:46  来自 HUAWEI Mate 10,雨季 来 ，这两天蚊子突然增多，下午  三连拍拍死两只，然后又拿苍蝇拍追杀 一只  空调常 开  ℃，下午下过雨  那么热， 去调高空调，值班 lo al safety offi er跑过来突然来一句， 知道 为什么会感觉冷吗，因为  old blooded 问他为什么这么  ，这货来一句，be ause I sa,1,-1
429,1202,1202,1545,haihua_L,2019年03月09日 15:59  来自 荣耀V10 我AI的快,没有暖气没有空调 没有阳光   ，喝 热水穿 羽绒服抱 热水袋盘 腿（冻脚）坐 椅子上加班,1,-1
430,1203,1203,1547,小山今cc,2019年03月09日 11:04  来自 iPhone客户端,空调坏 之后，冷到怀疑人生,1,-1
431,1204,1204,1548,空空减肥日记-,2019年03月09日 08:16  来自 iPhone 7 Plus,这个天 还开空调  热 只穿一件卫衣,1,-1
432,1212,1212,1556,大思or某思,2019年03月08日 18:31  来自 微博轻享版,头脑发涨    面 太闷 点吧？？人这么多， 开够空调怎么通风,1,-1
433,1214,1214,1560,豆豆要掉肉要实现愿望,2019年03月08日 15:46  来自 iPhone X,新搬    全新 房子 空调 还没来得及安装  已经 成 最近超冷 天气 试 两个小时夏装  冷得麻木,1,-1
434,1216,1216,1562,蛋蛋挞王子,2019年03月08日 13:23  来自 微博轻享版,突然想明白为啥 觉得这天气白天 用开空调 ，但每次回 它还 开 ，原来同事穿  大衣  羽绒服    想穿大衣但 冻 起,1,-1
